_time, src_ip, event_description
2018-07-24T10:38:01.937412+0200, 172.18.29.149, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.245, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.199, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.99, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.152, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.90, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.137, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.141, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.92, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.72, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.138, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.24, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.122, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.86, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.101, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.20, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.167, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.5, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.233, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.24, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.6, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.209, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.221, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.68, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.36, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.228, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.138, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.141, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.47, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.140, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.171, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.19, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.26, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.17, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.188, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.212, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.31, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.238, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.55, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.162, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.165, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.10, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.154, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.103, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.231, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.90, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.96, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.85, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.113, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.90, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.135, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.186, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.188, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.192, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.61, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.79, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.161, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.102, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.241, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.191, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.101, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.117, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.185, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.52, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.178, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.27, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.140, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.238, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.42, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.187, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.161, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.143, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.209, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.22, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.207, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.205, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.80, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.214, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.144, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.107, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.235, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.12, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.242, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.10, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.114, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.66, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.208, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.108, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.128, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.93, "Scan was cancelled."
        
