source,"source_desc",field,"field_desc",notes
"ssef_cluster_config","/servicesNS/-/-/cluster/config","ping_flag","Ping Flag",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","quiet_period","Quiet Period",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","rcv_timeout","Time or timestamp related to rcvout",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","register_forwarder_address","Register Forwarder Address",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","register_replication_address","Register Replication Address",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","register_search_address","Register Search Address",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","remote_storage_upload_timeout","Time or timestamp related to remote storage uploadout",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","rep_cxn_timeout","Time or timestamp related to rep cxnout",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","rep_max_rcv_timeout","Maximum limit for rep rcv timeout",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","rep_max_send_timeout","Maximum limit for rep send timeout",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","rep_rcv_timeout","Time or timestamp related to rep rcvout",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","rep_send_timeout","Time or timestamp related to rep sendout",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","replication_factor","Replication Factor",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","replication_port","Replication Port",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","replication_use_ssl","Replication Use Ssl",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","report_remote_storage_bucket_upload_to_targets","Report Remote Storage Bucket Upload To Targets",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","reporting_delay_period","Reporting Delay Period",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","restart_timeout","Time or timestamp related to restartout",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","search_factor","Search Factor",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","search_files_retry_timeout","Time or timestamp related to search files retryout",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","send_timeout","Time or timestamp related to sendout",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","service_interval","Service Interval",
"ssef_cluster_config","/servicesNS/-/-/cluster/config",site,Site,
"ssef_cluster_config","/servicesNS/-/-/cluster/config","site_replication_factor","Site Replication Factor",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","site_search_factor","Site Search Factor",
"ssef_cluster_config","/servicesNS/-/-/cluster/config","warm_bucket_replication_pre_upload","Warm Bucket Replication Pre Upload",
"ssef_configs_conf_files","Any config file","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_configs_conf_files","Any config file",app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_configs_conf_files","Any config file",author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_configs_conf_files","Any config file","config_file","Config File",
"ssef_configs_conf_files","Any config file",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_configs_conf_files","Any config file",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_configs_conf_files","Any config file",sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_configs_conf_files","Any config file",stanza,"Configuration stanza or section name from conf files",
"ssef_configs_conf_files","Any config file",title,"A user-friendly display name or title for the knowledge object",
"ssef_configs_conf_files","Any config file",updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_configs_conf_props","props.conf","ADD_EXTRA_TIME_FIELDS","Time or timestamp related to add extra fields",
"ssef_configs_conf_props","props.conf","ANNOTATE_PUNCT","Annotate Punct",
"ssef_configs_conf_props","props.conf","AUTO_KV_JSON","Auto Kv Json",
"ssef_configs_conf_props","props.conf","BREAK_ONLY_BEFORE","Break Only Before",
"ssef_configs_conf_props","props.conf","BREAK_ONLY_BEFORE_DATE","Time or timestamp related to break only before",
"ssef_configs_conf_props","props.conf",CHARSET,Charset,
"ssef_configs_conf_props","props.conf","CHECK_FOR_HEADER","Check For Header",
"ssef_configs_conf_props","props.conf","CHECK_METHOD","Check Method",
"ssef_configs_conf_props","props.conf","DATETIME_CONFIG","Time or timestamp related to datetime config",
"ssef_configs_conf_props","props.conf","DEPTH_LIMIT","Maximum depth limit for recursion or nesting",
"ssef_configs_conf_props","props.conf","EVENT_BREAKER","Event Breaker",
"ssef_configs_conf_props","props.conf","EVENT_BREAKER_ENABLE","Event Breaker Enable",
"ssef_configs_conf_props","props.conf","FIELD_DELIMITER","Field Delimiter",
"ssef_configs_conf_props","props.conf","FIELD_HEADER_REGEX","Field Header Regex",
"ssef_configs_conf_props","props.conf","HEADER_FIELD_DELIMITER","Header Field Delimiter",
"ssef_configs_conf_props","props.conf","HEADER_MODE","Header Mode",
"ssef_configs_conf_props","props.conf","INDEXED_EXTRACTIONS","Indexed Extractions",
"ssef_configs_conf_props","props.conf","JSON_TRIM_BRACES_IN_ARRAY_NAMES","Json Trim Braces In Array Names",
"ssef_configs_conf_props","props.conf","KV_MODE","Kv Mode",
"ssef_configs_conf_props","props.conf","LEARN_MODEL","Learn Model",
"ssef_configs_conf_props","props.conf","LEARN_SOURCETYPE","Learn Sourcetype",
"ssef_configs_conf_props","props.conf","LINE_BREAKER","Line Breaker",
"ssef_configs_conf_props","props.conf","LINE_BREAKER_LOOKBEHIND","Line Breaker Lookbehind",
"ssef_configs_conf_props","props.conf","MATCH_LIMIT","Match Limit",
"ssef_configs_conf_props","props.conf","MAX_DAYS_AGO","Maximum limit for days ago",
"ssef_configs_conf_props","props.conf","MAX_DAYS_HENCE","Maximum limit for days hence",
"ssef_configs_conf_props","props.conf","MAX_DIFF_SECS_AGO","Maximum limit for diff secs ago",
"ssef_configs_conf_props","props.conf","MAX_DIFF_SECS_HENCE","Maximum limit for diff secs hence",
"ssef_configs_conf_props","props.conf","MAX_EVENTS","Maximum limit for events",
"ssef_configs_conf_props","props.conf","MAX_TIMESTAMP_LOOKAHEAD","Maximum limit for timestamp lookahead",
"ssef_configs_conf_props","props.conf","METRIC-SCHEMA-TRANSFORMS","Metric-Schema-Transforms",
"ssef_configs_conf_props","props.conf","METRICS_PROTOCOL","Metrics Protocol",
"ssef_configs_conf_props","props.conf","MUST_BREAK_AFTER","Must Break After",
"ssef_configs_conf_props","props.conf","MUST_NOT_BREAK_AFTER","Must Not Break After",
"ssef_configs_conf_props","props.conf","MUST_NOT_BREAK_BEFORE","Must Not Break Before",
"ssef_configs_conf_props","props.conf","NO_BINARY_CHECK","No Binary Check",
"ssef_configs_conf_props","props.conf","PREFIX_SOURCETYPE","Prefix Sourcetype",
"ssef_configs_conf_props","props.conf","SHOULD_LINEMERGE","Should Linemerge",
"ssef_configs_conf_props","props.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_configs_conf_props","props.conf","TIMESTAMP_FIELDS","Time or timestamp related to timestamp fields",
"ssef_configs_conf_props","props.conf","TIME_FORMAT","Time or timestamp related to time format",
"ssef_configs_conf_props","props.conf","TIME_PREFIX","Time or timestamp related to time prefix",
"ssef_configs_conf_props","props.conf",TRANSFORMS,Transforms,
"ssef_configs_conf_props","props.conf",TRUNCATE,Truncate,
"ssef_configs_conf_props","props.conf",TZ,Tz,
"ssef_configs_conf_props","props.conf","acl_perms_read","Read permissions for the knowledge object, indicating who can view or access the object.",
"ssef_configs_conf_props","props.conf","acl_perms_write","Write permissions for the knowledge object, indicating who can modify the object.",
"ssef_configs_conf_props","props.conf","acl_removable","Indicates whether the knowledge object can be removed or deleted.",
"ssef_configs_conf_props","props.conf",app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_configs_conf_props","props.conf",author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_configs_conf_props","props.conf",category,Category,
"ssef_configs_conf_props","props.conf",description,"Human-readable description or documentation of the object",
"ssef_configs_conf_props","props.conf",disabled,"Flag indicating whether the object is disabled or enabled",
"ssef_configs_conf_props","props.conf","invalid_cause","Invalid Cause",
"ssef_configs_conf_props","props.conf","is_valid","Status or flag for valid",
"ssef_configs_conf_props","props.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_configs_conf_props","props.conf",maxDist,Maxdist,
"ssef_configs_conf_props","props.conf",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_configs_conf_props","props.conf",priority,"Execution or processing priority level",
"ssef_configs_conf_props","props.conf","pulldown_type","Pulldown Type",
"ssef_configs_conf_props","props.conf",rename,Rename,
"ssef_configs_conf_props","props.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_configs_conf_props","props.conf",sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_configs_conf_props","props.conf",title,"A user-friendly display name or title for the knowledge object",
"ssef_configs_conf_props","props.conf",updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_data_index_volumes","indexes.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_data_index_volumes","indexes.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_data_index_volumes","indexes.conf","max_size","Maximum limit for size",
"ssef_data_index_volumes","indexes.conf",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_data_index_volumes","indexes.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_data_index_volumes","indexes.conf",title,"A user-friendly display name or title for the knowledge object",
"ssef_data_index_volumes","indexes.conf","total_size","Total Size",
"ssef_data_index_volumes","indexes.conf","volume_path","Volume Path",
"ssef_data_indexes","indexes.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_data_indexes","indexes.conf",app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_data_indexes","indexes.conf","archiver_coldStorageProvider","Archiver Coldstorageprovider",
"ssef_data_indexes","indexes.conf","archiver_coldStorageRetentionPeriod","Archiver Coldstorageretentionperiod",
"ssef_data_indexes","indexes.conf","archiver_enableDataArchive","Status or flag for archiver dataarchive",
"ssef_data_indexes","indexes.conf","archiver_maxDataArchiveRetentionPeriod","Archiver Maxdataarchiveretentionperiod",
"ssef_data_indexes","indexes.conf",assureUTF8,Assureutf8,
