signature_id,signature
210101389,Anti-virus update has made changes - Removed ExtraDAT file
210102,Anti-virus update. No change
210102327,Anti-virus update. No change - Appliance already up-to-date
210103,Anti-virus update failed
210103321,Anti-virus update failed - Unable to fetch file
210103322,Anti-virus update failed - File fetched was not as expected
210103323,Anti-virus update failed - File has bad content
210103324,Anti-virus update failed - Test install failed
210103343,Anti-virus update failed - Unable to install new engine
210103344,Anti-virus update failed - Unable to install new DATs/rules
210103391,Anti-virus update failed - A system command failed
210103784,Anti-virus update failed - Failed due to error in network connection
210104,Anti-virus update interrupted
210111,Anti-spam engine update has made changes
210111326,Anti-spam engine update has made changes - Successfully updated engine and DATs/rules
210111341,Anti-spam engine update has made changes - Successfully updated engine
210111342,Anti-spam engine update has made changes - Successfully updated DATs/rules
210111386,Anti-spam engine update has made changes - Added extra rules RPM package
210111387,Anti-spam engine update has made changes - Removed extra rules RPM package
210112,Anti-spam engine update. No change
210112327,Anti-spam engine update. No change - Appliance already up-to-date
210113,Anti-spam engine update failed
210113321,Anti-spam engine update failed - Unable to fetch file
210113322,Anti-spam engine update failed - File fetched was not as expected
210113323,Anti-spam engine update failed - File has bad content
210113324,Anti-spam engine update failed - Test install failed
210113343,Anti-spam engine update failed - Unable to install new engine
210113390,Anti-spam engine update failed - No file given
210113903,Anti-spam engine update failed - Spam enginge install failed
210113381,Anti-spam engine update failed - RPM contained unacceptable files
210113382,Anti-spam engine update failed - RPM package contained unacceptable scripts
210113383,Anti-spam engine update failed - File supplied is not a well formed RPM package
210113384,Anti-spam engine update failed - RPM package conflicts with existing files
210113385,Anti-spam engine update failed - RPM package conflict
210113391,Anti-spam engine update failed - A system command failed
210114,Anti-spam engine update interrupted
210121,Anti-spam rules update made changes
210121342,Anti-spam rules update made changes - Successfully updated DATs/rules
210122,Anti-spam rules update. No change
210122327,Anti-spam rules update. No change - Appliance already up-to-date
210122902,Anti-spam rules update. No change - No new update
210122632,Anti-spam rules update. No change - Another process is already handling this task
210123,Anti-spam rules update failed
210123344,Anti-spam rules update failed - Unable to install new DATs/rules
210123729,Anti-spam rules update failed - DATs/rules update failed
210124,Anti-spam rules update interrupted
210125,Anti-spam rules update succeeded after a series of failures
210125342,Anti-spam rules update succeeded after a series of failures - Successfully updated DATs/rules
210125327,Anti-spam rules update succeeded after a series of failures - Appliance already up-to-date
210126,Anti-spam update failing repeatedly
210126729,Anti-spam update failing repeatedly - DATs/rules update failed
210200,Anti-spam installation status
210200330,Anti-spam installation status - Installed
210200331,Anti-spam installation status - Evaluation period started
210200332,Anti-spam installation status - Evaluation period expired
210200333,Anti-spam installation status - End of evaluation period approaching
210200334,Anti-spam installation status - Uninstalled
210201,URL reputation installation status
210201330,URL reputation installation status - Installed
210201331,URL reputation installation status - Evaluation period started
210201332,URL reputation installation status - Evaluation period expired
210201333,URL reputation installation status - End of evaluation period approaching
210201334,URL reputation installation status - Uninstalled
210202,Email compliance installation status
210202330,Email compliance installation status - Installed
210202331,Email compliance installation status - Evaluation period started
210202332,Email compliance installation status - Evaluation period expired
210202333,Email compliance installation status - End of evaluation period approaching
210202334,Email compliance installation status - Uninstalled
210203,Data Loss Prevention (DLP) installation status
210203330,Data Loss Prevention (DLP) installation status - Installed
210203331,Data Loss Prevention (DLP) installation status - Evaluation period started
210203332,Data Loss Prevention (DLP) installation status - Evaluation period expired
210203333,Data Loss Prevention (DLP) installation status - End of evaluation period approaching
210203334,Data Loss Prevention (DLP) installation status - Uninstalled
210204,Avira installation status
210204330,Avira installation status - Installed
210204331,Avira installation status - Evaluation period started
210204332,Avira installation status - Evaluation period expired
210204333,Avira installation status - End of evaluation period approaching
210204334,Avira installation status - Uninstalled
210205,CommtouchÂ® Command installation status
210205330,CommtouchÂ® Command installation status - Installed
210205331,CommtouchÂ® Command installation status - Evaluation period started
210205332,CommtouchÂ® Command installation status - Evaluation period expired
210205333,CommtouchÂ® Command installation status - End of evaluation period approaching
210205334,CommtouchÂ® Command installation status - Uninstalled
210301,URL reputation database update made changes
210301342,URL reputation database update made changes - Successfully updated DATs/rules
210302,URL reputation database update. No change
210302327,URL reputation database update. No change - Appliance already up-to-date
210303,URL reputation database update failed
210303620,URL reputation database update failed - Download of updates failed
210303344,URL reputation database update failed - Unable to install new DATs/rules
210303621,URL reputation database update failed - Informational message from update
210303622,URL reputation database update failed - Warning message from update
210303391,URL reputation database update failed - A system command failed
210304,URL reputation database update interrupted
210305,URL reputation database update information
210305621,URL reputation database update information - Informational message from update
210305622,URL reputation database update information - Warning message from update
210400,Gateway evaluation status
210400332,Gateway evaluation status - Evaluation period expired
210400333,Gateway evaluation status - End of evaluation period approaching
210500,Package update
210500633,Package update - Package downloaded
210500634,Package update - Unable to download package
210500635,Package update - Package installed
210500636,Package update - Unable to install package
210501,Package update. Critical package available
210502,Package update. Recommended package available
210503,Package update. Package available
210600,Secure shell (SSH) configuration changed
210600637,Secure shell (SSH) configuration changed - Enabled
210600638,Secure shell (SSH) configuration changed - Disabled
210700,Appliance SNMP heartbeat
210800,Data Loss Prevention (DLP) update
210800691,Data Loss Prevention (DLP) update - The DLP database has been updated
210800694,Data Loss Prevention (DLP) update - The DLP database update has started
210800690,Data Loss Prevention (DLP) update - The DLP database was replaced
210800692,Data Loss Prevention (DLP) update - The DLP database was cleared
210801,Data Loss Prevention (DLP) Classification change
210801695,Data Loss Prevention (DLP) Classification change - A classification has been added
210801696,Data Loss Prevention (DLP) Classification change - A classification has been removed
210802,Data Loss Prevention (DLP) database update failed
210802693,Data Loss Prevention (DLP) database update failed - The DLP database update failed
210802798,Data Loss Prevention (DLP) database update failed - DLP is not enabled
210803,Data Loss Prevention (DLP) master database disk space is low
210803693,Data Loss Prevention (DLP) master database disk space is low - The DLP database update failed
210804,ePO policy enforced
210804792,ePO policy enforced - Config applied
210805,ePO policy unchanged
210805327,ePO policy unchanged - Appliance already up-to-date
210806,ePO policy enforcement failed
210806793,ePO policy enforcement failed - Could not create session for config apply
210806795,ePO policy enforcement failed - Session configuration directory missing
210806796,ePO policy enforcement failed - Cannot create temporary files/directories for ePO policy push
210806797,ePO policy enforcement failed - Policy push from ePO not enabled
210806794,ePO policy enforcement failed - Session configuration directory missing
210806799,ePO policy enforcement failed - Configuration received from ePO is not compatible
210806848,ePO policy enforcement failed - McAfee SaaS Email Protection Service client certificate invalid
210806905,ePO policy enforcement failed - Configuration received from ePO is incomplete
210807,ePO policy enforced with warnings
210807792,ePO policy enforced with warnings - Config applied
800000,Event s were lost due to system overloading
800001,Event queue has recovered
800002,Event s failed to be delivered via the network
900000,Execution trace
900001,Dummy high severity debug event
900002,Logs from,McAfee GTI message reputation
900002768,Logs from,McAfee GTI message reputation - Log Everything passed on by,McAfee GTI message reputation if enabled
990000,An unhandled exception occurred
990001,Gateway application has failed
990001525,Gateway application has failed - The application has had a segmentation violation
990001526,Gateway application has failed - The application has had a process abort signal
220000,User logon
220000354,User logon - Logon successful
220000355,User logon - Logon failed
220001,User logoff
220001356,User logoff - The user logged off
220001357,User logoff - The session has expired
220002,Appliance has been rebooted or stopped
220002358,Appliance has been rebooted or stopped - The appliance has been stopped
220002359,Appliance has been rebooted or stopped - The appliance has been rebooted
220003,Appliance date changed
220003360,Appliance date changed - Date change successful
220004,Password changed
220004361,Password changed - Password change successful
220005,Logs saved
220005362,Logs saved - The logs have been saved
220006,Appliance configuration saved
220006363,Appliance configuration saved - The appliance's configuration files have been saved
220006906,Appliance configuration saved - The appliance's certificate files have been saved
220007,User interface started
220007364,User interface started - The user interface backend has started
220008,User interface stopped
220008365,User interface stopped - The user interface backend has stopped
220009,Applying new configuration
220010,Finished applying new configuration
220011,Configuration changed
220012,User accounts/roles modified
220012738,User accounts/roles modified - User added
220012739,User accounts/roles modified - User modified
220012740,User accounts/roles modified - User removed
220012741,User accounts/roles modified - User role added
220012742,User accounts/roles modified - User role modified
220012743,User accounts/roles modified - User role removed
220050,SSL error when accessing the user interface
220050831,SSL error when accessing the user interface - SSL/TLS error in the httpd daemon
220051,SSL connection state changed
220051832,SSL connection state changed - SSL/TLS connection established
220051833,SSL connection state changed - SSL/TLS connection closed
220070,Email Hybrid provisioning successful
220070845,Email Hybrid provisioning successful - Registration with the McAfee SaaS Email Protection Service succeeded
220071,Email Hybrid provisioning failed
220071846,Email Hybrid provisioning failed - Registration with the McAfee SaaS Email Protection Service failed
220072,Email Hybrid deprovisioned
220072847,Email Hybrid deprovisioned - Unregistered from the McAfee SaaS Email Protection Service
220100,User blacklist & whitelist updated
220100592,User blacklist & whitelist updated - A local copy of the user blacklists & whitelists has been taken
220100591,User blacklist & whitelist updated - Unable to take a local copy of the user blacklists & whitelists
220100593,User blacklist & whitelist updated - An error occurred obtaining user blacklist & whitelist XML data
220150,Configuration back up
220150785,Configuration back up - Backup failed
220150786,Configuration back up - Backup successful
220160,Log to file archival
220160785,Log to file archival - Backup failed
220160786,Log to file archival - Backup successful
220180,User has viewed an audit trail
220180810,User has viewed an audit trail - Email report generated
220180811,User has viewed an audit trail - System report generated
220180812,User has viewed an audit trail - Scheduled report generated
220180813,User has viewed an audit trail - Configuration change log generated
220210,Quarantine digests
220210512,Quarantine digests - Digest generation started
220210511,Quarantine digests - Unable to generate the email digest
220210510,Quarantine digests - An email digest has been generated
220210513,Quarantine digests - Digest generation was successful
220210515,Quarantine digests - A digest generator is already running
220210514,Quarantine digests - Digest generation failed
230000,Failed to transfer data from the McAfee Quarantine Manager server
230000598,Failed to transfer data from the McAfee Quarantine Manager server - Unable to create a file on disk
23000074,Failed to transfer data from the McAfee Quarantine Manager server - Reading data from the network
230000203,Failed to transfer data from the McAfee Quarantine Manager server - Unable to write file to disk
230000107,Failed to transfer data from the McAfee Quarantine Manager server - Creation of an object has failed
230001,Failed to connect to the McAfee Quarantine Manager server
230001599,Failed to connect to the McAfee Quarantine Manager server - Unable to bind
230001600,Failed to connect to the McAfee Quarantine Manager server - Unable to initialize the McAfee Quarantine Manager client
230002,Failed to transfer data to the McAfee Quarantine Manager server
230002601,Failed to transfer data to the McAfee Quarantine Manager server - Unable to store the email
230002602,Failed to transfer data to the McAfee Quarantine Manager server - Email deleted after exceeding maximum retry period
230003,Failed to update the local blacklist and whitelist database from McAfee Quarantine Manager
230003630,Failed to update the local blacklist and whitelist database from McAfee Quarantine Manager - Unable to import the blacklists and whitelists into an  LDAP repository
230004,Successful update of the local blacklist and whitelist database from McAfee Quarantine Manager
