codepoints,emoji,group,name,"sub_group"
"1F485 1F3FE","💅🏾","People & Body","nail polish: medium-dark skin tone","hand-prop"
"1F485 1F3FF","💅🏿","People & Body","nail polish: dark skin tone","hand-prop"
1F933,"🤳","People & Body",selfie,"hand-prop"
"1F933 1F3FB","🤳🏻","People & Body","selfie: light skin tone","hand-prop"
"1F933 1F3FC","🤳🏼","People & Body","selfie: medium-light skin tone","hand-prop"
"1F933 1F3FD","🤳🏽","People & Body","selfie: medium skin tone","hand-prop"
"1F933 1F3FE","🤳🏾","People & Body","selfie: medium-dark skin tone","hand-prop"
"1F933 1F3FF","🤳🏿","People & Body","selfie: dark skin tone","hand-prop"
1F4AA,"💪","People & Body","flexed biceps","body-parts"
"1F4AA 1F3FB","💪🏻","People & Body","flexed biceps: light skin tone","body-parts"
"1F4AA 1F3FC","💪🏼","People & Body","flexed biceps: medium-light skin tone","body-parts"
"1F4AA 1F3FD","💪🏽","People & Body","flexed biceps: medium skin tone","body-parts"
"1F4AA 1F3FE","💪🏾","People & Body","flexed biceps: medium-dark skin tone","body-parts"
"1F4AA 1F3FF","💪🏿","People & Body","flexed biceps: dark skin tone","body-parts"
1F9BE,"🦾","People & Body","mechanical arm","body-parts"
1F9BF,"🦿","People & Body","mechanical leg","body-parts"
1F9B5,"🦵","People & Body",leg,"body-parts"
"1F9B5 1F3FB","🦵🏻","People & Body","leg: light skin tone","body-parts"
"1F9B5 1F3FC","🦵🏼","People & Body","leg: medium-light skin tone","body-parts"
"1F9B5 1F3FD","🦵🏽","People & Body","leg: medium skin tone","body-parts"
"1F9B5 1F3FE","🦵🏾","People & Body","leg: medium-dark skin tone","body-parts"
"1F9B5 1F3FF","🦵🏿","People & Body","leg: dark skin tone","body-parts"
1F9B6,"🦶","People & Body",foot,"body-parts"
"1F9B6 1F3FB","🦶🏻","People & Body","foot: light skin tone","body-parts"
"1F9B6 1F3FC","🦶🏼","People & Body","foot: medium-light skin tone","body-parts"
"1F9B6 1F3FD","🦶🏽","People & Body","foot: medium skin tone","body-parts"
"1F9B6 1F3FE","🦶🏾","People & Body","foot: medium-dark skin tone","body-parts"
"1F9B6 1F3FF","🦶🏿","People & Body","foot: dark skin tone","body-parts"
1F442,"👂","People & Body",ear,"body-parts"
"1F442 1F3FB","👂🏻","People & Body","ear: light skin tone","body-parts"
"1F442 1F3FC","👂🏼","People & Body","ear: medium-light skin tone","body-parts"
"1F442 1F3FD","👂🏽","People & Body","ear: medium skin tone","body-parts"
"1F442 1F3FE","👂🏾","People & Body","ear: medium-dark skin tone","body-parts"
"1F442 1F3FF","👂🏿","People & Body","ear: dark skin tone","body-parts"
1F9BB,"🦻","People & Body","ear with hearing aid","body-parts"
"1F9BB 1F3FB","🦻🏻","People & Body","ear with hearing aid: light skin tone","body-parts"
"1F9BB 1F3FC","🦻🏼","People & Body","ear with hearing aid: medium-light skin tone","body-parts"
"1F9BB 1F3FD","🦻🏽","People & Body","ear with hearing aid: medium skin tone","body-parts"
"1F9BB 1F3FE","🦻🏾","People & Body","ear with hearing aid: medium-dark skin tone","body-parts"
"1F9BB 1F3FF","🦻🏿","People & Body","ear with hearing aid: dark skin tone","body-parts"
1F443,"👃","People & Body",nose,"body-parts"
"1F443 1F3FB","👃🏻","People & Body","nose: light skin tone","body-parts"
"1F443 1F3FC","👃🏼","People & Body","nose: medium-light skin tone","body-parts"
"1F443 1F3FD","👃🏽","People & Body","nose: medium skin tone","body-parts"
"1F443 1F3FE","👃🏾","People & Body","nose: medium-dark skin tone","body-parts"
"1F443 1F3FF","👃🏿","People & Body","nose: dark skin tone","body-parts"
1F9E0,"🧠","People & Body",brain,"body-parts"
1FAC0,"🫀","People & Body","anatomical heart","body-parts"
1FAC1,"🫁","People & Body",lungs,"body-parts"
1F9B7,"🦷","People & Body",tooth,"body-parts"
1F9B4,"🦴","People & Body",bone,"body-parts"
1F440,"👀","People & Body",eyes,"body-parts"
"1F441 FE0F","👁️","People & Body",eye,"body-parts"
1F441,"👁","People & Body",eye,"body-parts"
1F445,"👅","People & Body",tongue,"body-parts"
1F444,"👄","People & Body",mouth,"body-parts"
1F476,"👶","People & Body",baby,person
"1F476 1F3FB","👶🏻","People & Body","baby: light skin tone",person
"1F476 1F3FC","👶🏼","People & Body","baby: medium-light skin tone",person
"1F476 1F3FD","👶🏽","People & Body","baby: medium skin tone",person
"1F476 1F3FE","👶🏾","People & Body","baby: medium-dark skin tone",person
"1F476 1F3FF","👶🏿","People & Body","baby: dark skin tone",person
1F9D2,"🧒","People & Body",child,person
"1F9D2 1F3FB","🧒🏻","People & Body","child: light skin tone",person
"1F9D2 1F3FC","🧒🏼","People & Body","child: medium-light skin tone",person
"1F9D2 1F3FD","🧒🏽","People & Body","child: medium skin tone",person
"1F9D2 1F3FE","🧒🏾","People & Body","child: medium-dark skin tone",person
"1F9D2 1F3FF","🧒🏿","People & Body","child: dark skin tone",person
1F466,"👦","People & Body",boy,person
"1F466 1F3FB","👦🏻","People & Body","boy: light skin tone",person
"1F466 1F3FC","👦🏼","People & Body","boy: medium-light skin tone",person
"1F466 1F3FD","👦🏽","People & Body","boy: medium skin tone",person
"1F466 1F3FE","👦🏾","People & Body","boy: medium-dark skin tone",person
"1F466 1F3FF","👦🏿","People & Body","boy: dark skin tone",person
1F467,"👧","People & Body",girl,person
"1F467 1F3FB","👧🏻","People & Body","girl: light skin tone",person
"1F467 1F3FC","👧🏼","People & Body","girl: medium-light skin tone",person
"1F467 1F3FD","👧🏽","People & Body","girl: medium skin tone",person
"1F467 1F3FE","👧🏾","People & Body","girl: medium-dark skin tone",person
"1F467 1F3FF","👧🏿","People & Body","girl: dark skin tone",person
1F9D1,"🧑","People & Body",person,person
"1F9D1 1F3FB","🧑🏻","People & Body","person: light skin tone",person
"1F9D1 1F3FC","🧑🏼","People & Body","person: medium-light skin tone",person
"1F9D1 1F3FD","🧑🏽","People & Body","person: medium skin tone",person
"1F9D1 1F3FE","🧑🏾","People & Body","person: medium-dark skin tone",person
"1F9D1 1F3FF","🧑🏿","People & Body","person: dark skin tone",person
1F471,"👱","People & Body","person: blond hair",person
"1F471 1F3FB","👱🏻","People & Body","person: light skin tone, blond hair",person
"1F471 1F3FC","👱🏼","People & Body","person: medium-light skin tone, blond hair",person
"1F471 1F3FD","👱🏽","People & Body","person: medium skin tone, blond hair",person
"1F471 1F3FE","👱🏾","People & Body","person: medium-dark skin tone, blond hair",person
"1F471 1F3FF","👱🏿","People & Body","person: dark skin tone, blond hair",person
1F468,"👨","People & Body",man,person
"1F468 1F3FB","👨🏻","People & Body","man: light skin tone",person
"1F468 1F3FC","👨🏼","People & Body","man: medium-light skin tone",person
"1F468 1F3FD","👨🏽","People & Body","man: medium skin tone",person
"1F468 1F3FE","👨🏾","People & Body","man: medium-dark skin tone",person
"1F468 1F3FF","👨🏿","People & Body","man: dark skin tone",person
1F9D4,"🧔","People & Body","person: beard",person
"1F9D4 1F3FB","🧔🏻","People & Body","person: light skin tone, beard",person
"1F9D4 1F3FC","🧔🏼","People & Body","person: medium-light skin tone, beard",person
"1F9D4 1F3FD","🧔🏽","People & Body","person: medium skin tone, beard",person
"1F9D4 1F3FE","🧔🏾","People & Body","person: medium-dark skin tone, beard",person
"1F9D4 1F3FF","🧔🏿","People & Body","person: dark skin tone, beard",person
"1F9D4 200D 2642 FE0F","🧔‍♂️","People & Body","man: beard",person
"1F9D4 200D 2642","🧔‍♂","People & Body","man: beard",person
"1F9D4 1F3FB 200D 2642 FE0F","🧔🏻‍♂️","People & Body","man: light skin tone, beard",person
"1F9D4 1F3FB 200D 2642","🧔🏻‍♂","People & Body","man: light skin tone, beard",person
"1F9D4 1F3FC 200D 2642 FE0F","🧔🏼‍♂️","People & Body","man: medium-light skin tone, beard",person
"1F9D4 1F3FC 200D 2642","🧔🏼‍♂","People & Body","man: medium-light skin tone, beard",person
"1F9D4 1F3FD 200D 2642 FE0F","🧔🏽‍♂️","People & Body","man: medium skin tone, beard",person
"1F9D4 1F3FD 200D 2642","🧔🏽‍♂","People & Body","man: medium skin tone, beard",person
"1F9D4 1F3FE 200D 2642 FE0F","🧔🏾‍♂️","People & Body","man: medium-dark skin tone, beard",person
"1F9D4 1F3FE 200D 2642","🧔🏾‍♂","People & Body","man: medium-dark skin tone, beard",person
"1F9D4 1F3FF 200D 2642 FE0F","🧔🏿‍♂️","People & Body","man: dark skin tone, beard",person
"1F9D4 1F3FF 200D 2642","🧔🏿‍♂","People & Body","man: dark skin tone, beard",person
"1F9D4 200D 2640 FE0F","🧔‍♀️","People & Body","woman: beard",person
"1F9D4 200D 2640","🧔‍♀","People & Body","woman: beard",person
"1F9D4 1F3FB 200D 2640 FE0F","🧔🏻‍♀️","People & Body","woman: light skin tone, beard",person
"1F9D4 1F3FB 200D 2640","🧔🏻‍♀","People & Body","woman: light skin tone, beard",person
"1F9D4 1F3FC 200D 2640 FE0F","🧔🏼‍♀️","People & Body","woman: medium-light skin tone, beard",person
"1F9D4 1F3FC 200D 2640","🧔🏼‍♀","People & Body","woman: medium-light skin tone, beard",person
"1F9D4 1F3FD 200D 2640 FE0F","🧔🏽‍♀️","People & Body","woman: medium skin tone, beard",person
"1F9D4 1F3FD 200D 2640","🧔🏽‍♀","People & Body","woman: medium skin tone, beard",person
"1F9D4 1F3FE 200D 2640 FE0F","🧔🏾‍♀️","People & Body","woman: medium-dark skin tone, beard",person
"1F9D4 1F3FE 200D 2640","🧔🏾‍♀","People & Body","woman: medium-dark skin tone, beard",person
"1F9D4 1F3FF 200D 2640 FE0F","🧔🏿‍♀️","People & Body","woman: dark skin tone, beard",person
"1F9D4 1F3FF 200D 2640","🧔🏿‍♀","People & Body","woman: dark skin tone, beard",person
"1F468 200D 1F9B0","👨‍🦰","People & Body","man: red hair",person
"1F468 1F3FB 200D 1F9B0","👨🏻‍🦰","People & Body","man: light skin tone, red hair",person
"1F468 1F3FC 200D 1F9B0","👨🏼‍🦰","People & Body","man: medium-light skin tone, red hair",person
"1F468 1F3FD 200D 1F9B0","👨🏽‍🦰","People & Body","man: medium skin tone, red hair",person
"1F468 1F3FE 200D 1F9B0","👨🏾‍🦰","People & Body","man: medium-dark skin tone, red hair",person
"1F468 1F3FF 200D 1F9B0","👨🏿‍🦰","People & Body","man: dark skin tone, red hair",person
"1F468 200D 1F9B1","👨‍🦱","People & Body","man: curly hair",person
"1F468 1F3FB 200D 1F9B1","👨🏻‍🦱","People & Body","man: light skin tone, curly hair",person
"1F468 1F3FC 200D 1F9B1","👨🏼‍🦱","People & Body","man: medium-light skin tone, curly hair",person
"1F468 1F3FD 200D 1F9B1","👨🏽‍🦱","People & Body","man: medium skin tone, curly hair",person
"1F468 1F3FE 200D 1F9B1","👨🏾‍🦱","People & Body","man: medium-dark skin tone, curly hair",person
"1F468 1F3FF 200D 1F9B1","👨🏿‍🦱","People & Body","man: dark skin tone, curly hair",person
"1F468 200D 1F9B3","👨‍🦳","People & Body","man: white hair",person
"1F468 1F3FB 200D 1F9B3","👨🏻‍🦳","People & Body","man: light skin tone, white hair",person
"1F468 1F3FC 200D 1F9B3","👨🏼‍🦳","People & Body","man: medium-light skin tone, white hair",person
"1F468 1F3FD 200D 1F9B3","👨🏽‍🦳","People & Body","man: medium skin tone, white hair",person
"1F468 1F3FE 200D 1F9B3","👨🏾‍🦳","People & Body","man: medium-dark skin tone, white hair",person
"1F468 1F3FF 200D 1F9B3","👨🏿‍🦳","People & Body","man: dark skin tone, white hair",person
"1F468 200D 1F9B2","👨‍🦲","People & Body","man: bald",person
"1F468 1F3FB 200D 1F9B2","👨🏻‍🦲","People & Body","man: light skin tone, bald",person
"1F468 1F3FC 200D 1F9B2","👨🏼‍🦲","People & Body","man: medium-light skin tone, bald",person
"1F468 1F3FD 200D 1F9B2","👨🏽‍🦲","People & Body","man: medium skin tone, bald",person
"1F468 1F3FE 200D 1F9B2","👨🏾‍🦲","People & Body","man: medium-dark skin tone, bald",person
"1F468 1F3FF 200D 1F9B2","👨🏿‍🦲","People & Body","man: dark skin tone, bald",person
1F469,"👩","People & Body",woman,person
"1F469 1F3FB","👩🏻","People & Body","woman: light skin tone",person
"1F469 1F3FC","👩🏼","People & Body","woman: medium-light skin tone",person
"1F469 1F3FD","👩🏽","People & Body","woman: medium skin tone",person
"1F469 1F3FE","👩🏾","People & Body","woman: medium-dark skin tone",person
"1F469 1F3FF","👩🏿","People & Body","woman: dark skin tone",person
"1F469 200D 1F9B0","👩‍🦰","People & Body","woman: red hair",person
"1F469 1F3FB 200D 1F9B0","👩🏻‍🦰","People & Body","woman: light skin tone, red hair",person
"1F469 1F3FC 200D 1F9B0","👩🏼‍🦰","People & Body","woman: medium-light skin tone, red hair",person
"1F469 1F3FD 200D 1F9B0","👩🏽‍🦰","People & Body","woman: medium skin tone, red hair",person
"1F469 1F3FE 200D 1F9B0","👩🏾‍🦰","People & Body","woman: medium-dark skin tone, red hair",person
"1F469 1F3FF 200D 1F9B0","👩🏿‍🦰","People & Body","woman: dark skin tone, red hair",person
"1F9D1 200D 1F9B0","🧑‍🦰","People & Body","person: red hair",person
"1F9D1 1F3FB 200D 1F9B0","🧑🏻‍🦰","People & Body","person: light skin tone, red hair",person
"1F9D1 1F3FC 200D 1F9B0","🧑🏼‍🦰","People & Body","person: medium-light skin tone, red hair",person
"1F9D1 1F3FD 200D 1F9B0","🧑🏽‍🦰","People & Body","person: medium skin tone, red hair",person
"1F9D1 1F3FE 200D 1F9B0","🧑🏾‍🦰","People & Body","person: medium-dark skin tone, red hair",person
"1F9D1 1F3FF 200D 1F9B0","🧑🏿‍🦰","People & Body","person: dark skin tone, red hair",person
"1F469 200D 1F9B1","👩‍🦱","People & Body","woman: curly hair",person
"1F469 1F3FB 200D 1F9B1","👩🏻‍🦱","People & Body","woman: light skin tone, curly hair",person
"1F469 1F3FC 200D 1F9B1","👩🏼‍🦱","People & Body","woman: medium-light skin tone, curly hair",person
"1F469 1F3FD 200D 1F9B1","👩🏽‍🦱","People & Body","woman: medium skin tone, curly hair",person
"1F469 1F3FE 200D 1F9B1","👩🏾‍🦱","People & Body","woman: medium-dark skin tone, curly hair",person
"1F469 1F3FF 200D 1F9B1","👩🏿‍🦱","People & Body","woman: dark skin tone, curly hair",person
"1F9D1 200D 1F9B1","🧑‍🦱","People & Body","person: curly hair",person
"1F9D1 1F3FB 200D 1F9B1","🧑🏻‍🦱","People & Body","person: light skin tone, curly hair",person
"1F9D1 1F3FC 200D 1F9B1","🧑🏼‍🦱","People & Body","person: medium-light skin tone, curly hair",person
"1F9D1 1F3FD 200D 1F9B1","🧑🏽‍🦱","People & Body","person: medium skin tone, curly hair",person
"1F9D1 1F3FE 200D 1F9B1","🧑🏾‍🦱","People & Body","person: medium-dark skin tone, curly hair",person
"1F9D1 1F3FF 200D 1F9B1","🧑🏿‍🦱","People & Body","person: dark skin tone, curly hair",person
"1F469 200D 1F9B3","👩‍🦳","People & Body","woman: white hair",person
"1F469 1F3FB 200D 1F9B3","👩🏻‍🦳","People & Body","woman: light skin tone, white hair",person
