id,name,external_id,tactics,description
attack-pattern--17fd695c-b88c-455a-a3d1-43b6cb728532,DNS/Passive DNS,T1596.001,reconnaissance,"Adversaries may search DNS data for information about victims that can be used during targeting. DNS information may include a variety of details, including registered name servers as well as records that outline addressing for a target’s subdomains, mail servers, and other hosts."
attack-pattern--18cffc21-3260-437e-80e4-4ab8bf2ba5e9,Application Exhaustion Flood,T1499.003,impact,"Adversaries may target resource intensive features of applications to cause a denial of service (DoS), denying availability to those applications. For example, specific features in web applications may be highly resource intensive. Repeated requests to those features may be able to exhaust system resources and deny access to the application or the server itself.(Citation: Arbor AnnualDoSreport Jan 2018)"
attack-pattern--191cc6af-1bb2-4344-ab5f-28e496638720,Compromise Software Dependencies and Development Tools,T1195.001,initial_access,Adversaries may manipulate software dependencies and development tools prior to receipt by a final consumer for the purpose of data or system compromise. Applications often depend on external software to function properly. Popular open source projects that are used as dependencies in many applications may be targeted as a means to add malicious code to users of the dependency.(Citation: Trendmicro NPM Compromise)
attack-pattern--19401639-28d0-4c3c-adcc-bc2ba22f6421,Digital Certificates,T1588.004,resource_development,"Adversaries may buy and/or steal SSL/TLS certificates that can be used during targeting. SSL/TLS certificates are designed to instill trust. They include information about the key, information about its owner's identity, and the digital signature of an entity that has verified the certificate's contents are correct. If the signature is valid, and the person examining the certificate trusts the signer, then they know they can use that key to communicate with its owner."
attack-pattern--197ef1b9-e764-46c3-b96c-23f77985dc81,DNS Server,T1583.002,resource_development,"Adversaries may set up their own Domain Name System (DNS) servers that can be used during targeting. During post-compromise activity, adversaries may utilize DNS traffic for various tasks, including for Command and Control (ex: [Application Layer Protocol](https://attack.mitre.org/techniques/T1071)). Instead of hijacking existing DNS servers, adversaries may opt to configure and run their own DNS servers in support of operations."
attack-pattern--1988cc35-ced8-4dad-b2d1-7628488fa967,Disk Wipe,T1561,impact,"Adversaries may wipe or corrupt raw disk data on specific systems or in large numbers in a network to interrupt availability to system and network resources. With direct write access to a disk, adversaries may attempt to overwrite portions of disk data. Adversaries may opt to wipe arbitrary portions of disk data and/or wipe disk structures like the master boot record (MBR). A complete wipe of all disk sectors may be attempted."
attack-pattern--1996eef1-ced3-4d7f-bf94-33298cabbf72,DNS,T1071.004,command_and_control,"Adversaries may communicate using the Domain Name System (DNS) application layer protocol to avoid detection/network filtering by blending in with existing traffic. Commands to the remote system, and often the results of those commands, will be embedded within the protocol traffic between the client and server."
attack-pattern--19bf235b-8620-4997-b5b4-94e0659ed7c3,Cloud Instance Metadata API,T1552.005,credential_access,Adversaries may attempt to access the Cloud Instance Metadata API to collect credentials and other sensitive data.
attack-pattern--1a80d097-54df-41d8-9d33-34e755ec5e72,Securityd Memory,T1555.002,credential_access,"An adversary with root access may gather credentials by reading `securityd`’s memory. `securityd` is a service/daemon responsible for implementing security protocols such as encryption and authorization.(Citation: Apple Dev SecurityD) A privileged adversary may be able to scan through `securityd`'s memory to find the correct sequence of keys to decrypt the user’s logon keychain. This may provide the adversary with various plaintext passwords, such as those for users, WiFi, mail, browsers, certificates, secure notes, etc.(Citation: OS X Keychain)(Citation: OSX Keydnap malware)"
attack-pattern--1b20efbf-8063-4fc3-a07d-b575318a301b,Group Policy Discovery,T1615,discovery,"Adversaries may gather information on Group Policy settings to identify paths for privilege escalation, security measures applied within a domain, and to discover patterns in domain objects that can be manipulated or used to blend in the environment. Group Policy allows for centralized management of user and computer settings in Active Directory (AD). Group policy objects (GPOs) are containers for group policy settings made up of files stored within a predictable network path `\<DOMAIN>\SYSVOL\<DOMAIN>\Policies\`.(Citation: TechNet Group Policy Basics)(Citation: ADSecurity GPO Persistence 2016)"
attack-pattern--1b7b1806-7746-41a1-a35d-e48dae25ddba,Bootkit,T1542.003,persistence|defense_evasion,Adversaries may use bootkits to persist on systems. Bootkits reside at a layer below the operating system and may make it difficult to perform full remediation unless an organization suspects one was used and can act accordingly.
attack-pattern--1b7ba276-eedc-4951-a762-0ceea2c030ec,Data from Removable Media,T1025,collection,"Adversaries may search connected removable media on computers they have compromised to find files of interest. Sensitive data can be collected from any removable media (optical disk drive, USB memory, etc.) connected to the compromised system prior to Exfiltration. Interactive command shells may be in use, and common functionality within [cmd](https://attack.mitre.org/software/S0106) may be used to gather information."
attack-pattern--1bae753e-8e52-4055-a66d-2ead90303ca9,Mavinject,T1218.013,defense_evasion,"Adversaries may abuse mavinject.exe to proxy execution of malicious code. Mavinject.exe is the Microsoft Application Virtualization Injector, a Windows utility that can inject code into external processes as part of Microsoft Application Virtualization (App-V).(Citation: LOLBAS Mavinject)"
attack-pattern--1c34f7aa-9341-4a48-bfab-af22e51aca6c,Local Data Staging,T1074.001,collection,"Adversaries may stage collected data in a central location or directory on the local system prior to Exfiltration. Data may be kept in separate files or combined into one file through techniques such as [Archive Collected Data](https://attack.mitre.org/techniques/T1560). Interactive command shells may be used, and common functionality within [cmd](https://attack.mitre.org/software/S0106) and bash may be used to copy data into a staging location."
