Event_ID,SonicOS_Category_Name,SonicOS_Group_Name,Syslog_Legacy_Category,Priority_Level,SNMP_Trap_Type,Event_Name,Log_Event_Message,Network_Traffic,mv_tag,action,result,change_type,object_category
1204,Users,Authentication Access,User Activity,ERROR,---,User Log Audit Trail Error,%s,,,,,,
1205,High Availability,State,System Error,ALERT,---,HA Peer MultiInterface Link Up,"On HA peer firewall, Interface %s Link Is Up",,,,,,
1206,High Availability,State,System Error,ALERT,---,HA Peer MultiInterface Link Down,"On HA peer firewall, Interface %s Link Is Down",,,,,,
1207,High Availability,State,Maintenance,INFO,---,HA Peer Link Status Bad for Failover,"Peer firewall has reduced link status. In event of failover, it will operate with limited capability.",,,,,,
1208,High Availability,State,Maintenance,INFO,---,HA Peer Link Status Good for Failover,"Peer firewall has equivalent link status. In event of failover, it will operate with equal capability.",,,,,,
1209,Network,MAC-IP Anti-Spoof,Attack,ALERT,---,MAC-IP Anti-Spoof Check Enforced For Hosts,MAC-IP Anti-spoof check enforced for hosts,,,,,,
1210,Network,MAC-IP Anti-Spoof,Attack,ALERT,---,MAC-IP Anti-Spoof Cache Not Found For Router,MAC-IP Anti-spoof cache not found for this router,,,,,,
1211,Network,MAC-IP Anti-Spoof,Attack,ALERT,---,MAC-IP Anti-Spoof Cache Not Router,"MAC-IP Anti-spoof cache found, but it is not a router",,,,,,
1212,Network,MAC-IP Anti-Spoof,Attack,ALERT,---,MAC-IP Anti-Spoof Cache Blacklisted Device,"MAC-IP Anti-spoof cache found, but it is blacklisted device",,,,,,
1213,Firewall Settings,Flood Protection,Attack,ALERT,---,UDP Flood Detected,Possible UDP flood attack detected,,,,,,
1214,Firewall Settings,Flood Protection,Attack,ALERT,---,ICMP Flood Detected,Possible ICMP flood attack detected,,,,,,
1215,VPN,DHCP Relay,Debug,INFO,---,Remote: DHCP Inform,DHCP INFORM received from remote device,,,,,,
1216,VPN,VPN IKE,---,DEBUG,---,IP Pool of VPN Policy is Full,IP Pool of the VPN Policy is Full,,,,,,
1217,VPN,VPN IKE,---,DEBUG,---,IP Pool of VPN Policy Not Configured,IP Pool of the VPN Policy is Not Configured,,,,,,
1218,VPN,VPN IKE,---,INFO,---,Mobile IKE Update Peer Gateway IP,MOBIKE: Update Peer Gateway IP,,change,updated,,,VPN
1219,VPN,VPN IKE,---,INFO,---,IP Address Allocated For Client,IP Address is allocated for Client,,,,,,
1220,System,SNMP,---,WARNING,---,Invalid SNMPv3 Packet,Invalid SNMP packet,TRUE,,,,,
1221,System,SNMP,---,WARNING,---,Invalid SNMPv3 Engine ID,Invalid SNMPv3 engineID,,,,,,
1222,System,SNMP,---,WARNING,---,Invalid SNMPv3 User,Invalid SNMPv3 User,,,,,,
1223,System,SNMP,---,WARNING,---,Invalid SNMPv3 Time Window,Invalid SNMPv3 Time Window,,,,,,
1225,System,SNMP,---,INFO,---,SNMP Packet Drop,SNMP Packet Dropped,,,blocked,,,
1226,Network,Network Access,---,INFO,---,HTTPS Handshake,HTTPS Handshake: %s,,,,,,
1227,Users,Authentication Access,User Activity,INFO,---,Guest Traffic Quota Exceeded,User Traffic Quota Exceeded,,,,,,
1229,Wireless,Network Access,TCP | UDP | ICMP,WARNING,---,Wireless Advance IDP,Packet dropped by wireless Advanced IDP,,,blocked,,,
1230,System,Time,---,NOTICE,---,NTP Update Failure,Failed on updating time from NTP server,,,,,,
1231,System,Time,---,NOTICE,---,NTP Update Successful,Time update from NTP server was successful,,,,,,
1232,System,Time,---,NOTICE,---,NTP Request Sent,NTP Request sent,,,,,,
1233,Firewall Settings,Multicast,Debug,NOTICE,---,Link-Local/Multicast IPv6 Packet,Unhandled link-local or multicast IPv6 packet dropped,TRUE,,blocked,,,
1235,Network,Network Access,---,INFO,---,Packet Allowed,Packet allowed: %s,TRUE,,,,,
1236,Security Services,RBL Filter,---,DEBUG,---,RBL Received Blacklist Directive,Received Blacklisted Directive from - %s,,,,,,
1237,Security Services,RBL Filter,---,DEBUG,---,RBL Not Blacklisted by Domain,Not Blacklisted by domain - %s,,,,,,
1238,Security Services,RBL Filter,---,DEBUG,---,RBL No Response to Domain,No DNS response to domain - %s,,,,,,
1239,Security Services,RBL Filter,---,DEBUG,---,RBL DNS Response With Error Reply Code,RBL DNS server responded with error code - %s,,,,,,
1240,VoIP,Anomaly,---,INFO,---,Endpoint Anomaly Detected,%s,,,,,,
1241,VoIP,Anomaly,---,WARNING,---,Endpoint Anomaly Lockout Started,%s,,,,,,
1242,VoIP,Anomaly,---,WARNING,---,Endpoint Anomaly Lockout Ended,%s,,,,,,
1243,Users,Authentication Access,User Activity,INFO,---,Sending OTP Failed,User login Failed - An error has occurred while sending your one-time password,,,failure,,,
1244,Users,Radius Authentication,---,WARNING,---,LDAP Mirror User Group Add Failure,Failed to add an LDAP mirror user group,,change account group,create,,added_group,Users
1245,Users,Radius Authentication,---,WARNING,---,LDAP Mirror User Group Member Add Failure,Failed to add a member to an LDAP mirror user group,,change account group,update,,added_member,Users
1246,Users,Radius Authentication,---,WARNING,---,LDAP User Group Nesting Not Being Mirrored,An LDAP user group nesting is not being mirrored,,,,,,
1252,VPN,VPN IKE,---,INFO,---,IPv6 IPsec Tunnel Mode Mismatch,IPv6 VPN only support IKEv2 mode,,,,,,
1253,Network,IPv6 Tunneling,---,NOTICE,---,IPv6 Tunnel Dropped,IPv6 Tunnel packet dropped,TRUE,,blocked,,,
1254,Network,ICMP,---,NOTICE,---,LAN ICMPv6 Deny,ICMPv6 packet from LAN dropped,TRUE,,blocked,,,
1255,Network,ICMP,---,INFO,---,LAN ICMPv6 Allow,ICMPv6 packet from LAN allowed,TRUE,,,,,
1256,Network,ICMP,---,INFO,---,ICMPv6 Allow,ICMPv6 packet allowed,TRUE,,,,,
1257,Network,ICMP,---,NOTICE,---,ICMPv6 Packets Dropped,ICMPv6 packet dropped due to policy,TRUE,,blocked,,,
1258,Network,Network Access,---,DEBUG,---,TCP/IP Stack,%s,,,,,,
1259,Network,DHCPv6 Server,---,WARNING,---,DHCPv6 Lease File Corrupt,DHCPv6 lease file in the storage is corrupted; read failed,,,,,,
1260,Network,DHCPv6 Server,---,WARNING,---,Failed To Write DHCPv6 Leases to Storage,Failed to write DHCPv6 leases to storage,,,,,,
1261,Network,DHCPv6 Server,---,INFO,---,DHCPv6 Leases Written to Storage,DHCPv6 leases written to storage,,,,,,
1263,System,AppFlow,Maintenance,INFO,---,AppFlow Server,AppFlow Server Event,,,,,,
1264,WAN Acceleration,Remote WXA Appliance,---,WARNING,---,WXA Configuration,WLAN HTTP traffic not being sent to WXA WebCache; zone conflict,,,,,,
1265,Wireless,SonicPoint,---,WARNING,---,SonicPoint Association Post Request Failed,SonicPoint association request to License Manager failed: %s,,,,,,
1266,Wireless,SonicPoint,---,INFO,---,SonicPoint Association Post Request Success,SonicPoint association posted successfully to License Manager,,,,,,
1267,VPN,VPN IPsec,User Activity,DEBUG,---,Phase2 Dead Peer Detection,%s,,,,,,
1268,System,Settings,Firewall,NOTICE,---,Firmware Update Failed,Firmware Update Failed,,change,update,,,System
1269,System,Settings,Firewall,NOTICE,---,Firmware Update Succeeded,Firmware Update Succeeded %s,,change,updated,,,System
1270,Security Services,Crypto Test,Maintenance,INFO,---,DH Test Success,Crypto DH test success,,,,,,
1271,Security Services,Crypto Test,Maintenance,INFO,---,HMAC-MD5 Test Success,Crypto Hmac-MD5 test success,,,,,,
1272,Security Services,Crypto Test,Maintenance,INFO,---,Hardware DES Test Success,Crypto hardware DES test success,,,,,,
1274,Security Services,Crypto Test,---,INFO,---,DRNG KAT Test Success,Crypto SHA1 based DRNG KAT test success,,,,,,
1275,Security Services,Crypto Test,Maintenance,INFO,---,HMAC-SHA1 Test Success,Crypto Hmac-Sha1 test success,,,,,,
1276,Security Services,Crypto Test,Maintenance,INFO,---,Hardware 3DES Test Success,Crypto hardware 3DES test success,,,,,,
1277,Security Services,Crypto Test,Maintenance,INFO,---,DES Test Success,Crypto DES test success,,,,,,
1278,Security Services,Crypto Test,Maintenance,ERROR,---,AES CBC Test Failed,Crypto AES CBC test failed,,,,,,
1279,Security Services,Crypto Test,Maintenance,INFO,---,AES CBC Test Success,Crypto AES CBC test success,,,,,,
1280,Security Services,Crypto Test,Maintenance,INFO,---,DRBG Test Success,Crypto DRBG test success,,,,,,
1281,Security Services,Crypto Test,Maintenance,ERROR,---,DRBG Test Failed,Crypto DRBG test failed,,,,,,
1282,Security Services,Crypto Test,Maintenance,INFO,---,HMAC-SHA256 Test Success,Crypto Hmac-Sha256 test success,,,,,,
1283,Security Services,Crypto Test,Maintenance,ERROR,---,HMAC-SHA256 Test Failed,Crypto Hmac-Sha256 test failed,,,,,,
1284,Security Services,Crypto Test,Maintenance,INFO,---,RSA Test Success,Crypto RSA test success,,,,,,
1285,Security Services,Crypto Test,Maintenance,INFO,---,SHA1 Test Success,Crypto Sha1 test success,,,,,,
1286,Security Services,Crypto Test,Maintenance,INFO,---,SHA256 Test Success,Crypto Sha256 test success,,,,,,
1287,Security Services,Crypto Test,Maintenance,ERROR,---,SHA256 Test Failed,Crypto Sha256 test failed,,,,,,
1288,Security Services,Crypto Test,Maintenance,INFO,---,Hardware AES Test Success,Crypto hardware AES test success,,,,,,
1289,Security Services,Crypto Test,Maintenance,INFO,---,Hardware DES-SHA Test Success,Crypto hardware DES with SHA test success,,,,,,
1290,Security Services,Crypto Test,Maintenance,INFO,---,Hardware 3DES-SHA Test Success,Crypto hardware 3DES with SHA test success,,,,,,
1299,Security Services,Crypto Test,Maintenance,ALERT,---,Self Test Passed,Ndpp SelfTest write/read encrypt/decrypt successsfully,,,,,,
1300,Security Services,Crypto Test,Maintenance,ALERT,---,Self Test Failed,Ndpp SelfTest write/read encrypt/decrypt failure,,,,,,
1301,Network,IP,Debug,ALERT,---,IPv6 Packet Dropped With Reserved IP,Source or Destination IPv6 address is reserved by RFC 4291. Packet is dropped,,,blocked,,,
1302,Network,IP,Debug,ALERT,---,IPv6 Packet Dropped With Unspecified Destination IP,Destination IPv6 address is unspecified. Packet is dropped,,,blocked,,,
1303,Network,IP,Debug,ALERT,---,IPv6 Packet Dropped With Unspecified Source IP,Source IPv6 address is unspecified but this packet is not Neighbor Solicitation message for DAD. Packet is dropped,,,blocked,,,
1304,Network,Network Access,Debug,ALERT,---,Packet Dropped Due to NDPP Rules,Packet is dropped due to NDPP rules.,,,blocked,,,
1305,VPN,VPN IKE,User Activity,WARNING,---,IKE Responder: No VPN Policy found for IKE ID,IKE Responder : VPN Policy for IKE ID not found,,,,,,
1306,VPN,VPN IKE,User Activity,WARNING,---,IKE Responder: No VPN Policy found for Gateway,IKE Responder : VPN Policy for gateway address not found,,,,,,
1307,VPN,VPN IKE,User Activity,WARNING,---,IKE Initiator: No VPN Policy found for IKE ID,IKE Initiator : VPN Policy for IKE ID not found,,,,,,
1308,VPN,VPN IKE,User Activity,WARNING,---,IKE Initiator: No VPN Policy found for Gateway,IKE Initiator : VPN Policy for gateway address not found,,,,,,
1309,High Availability,General,---,WARNING,---,HA Association Posted Failed,HA association request to License Manager failed: %s,,,,,,
1310,High Availability,General,---,INFO,---,HA Association Posted Success,HA association posted successfully to License Manager,,,,,,
1311,Network,DHCP Server,---,NOTICE,---,DHCP Resources of this Pool Ran Out,DHCP Server: Resources of this pool ran out. Client Info: %s,,,,,,
1312,VPN,VPN IKEv2,---,INFO,---,IP Version of Traffic Selector Mismatch,IKEv2: Peer's IP Version of Traffic Selector does not match with ours,,,,,,
1313,Network,NAT Policy,---,INFO,---,NAT Policy Add,NAT policy added,,change,created,,,Network
1314,Network,NAT Policy,---,INFO,---,NAT Policy Modify,NAT policy modified,,change,updated,,,Network
1315,Network,NAT Policy,---,INFO,---,NAT Policy Delete,NAT policy deleted,,change,deleted,,,Network
1316,Network,ARP,---,ALERT,---,ARP Attack Detected,Possible ARP attack from MAC address %s,,,,,,
1324,VPN,VPN IKEv2,User Activity,INFO,---,Received Dead Peer Detection Request,IKEv2 Received Dead Peer Detection Request,,,,,,
1325,VPN,VPN IKEv2,User Activity,INFO,---,Received Dead Peer Detection Response,IKEv2 Received Dead Peer Detection Response,,,,,,
1326,VPN,VPN IKEv2,User Activity,INFO,---,Send Dead Peer Detection Request,IKEv2 Send Dead Peer Detection Request,,,,,,
1327,VPN,VPN IKEv2,User Activity,INFO,---,Send Dead Peer Detection Response,IKEv2 Send Dead Peer Detection Response,,,,,,
1328,VPN,VPN IKEv2,User Activity,INFO,---,Send Invalid SPI Request,IKEv2 Send Invalid SPI Request,,,,,,
1329,VPN,VPN IKEv2,User Activity,INFO,---,Received Invalid SPI Request,IKEv2 Received Invalid SPI Request,,,,,,
1330,VPN,VPN IKEv2,User Activity,INFO,---,Send Invalid SPI Response,IKEv2 Send Invalid SPI Response,,,,,,
1331,VPN,VPN IKEv2,User Activity,INFO,---,Received Invalid SPI Response,IKEv2 Received Invalid SPI Response,,,,,,
1332,System,Status,Maintenance,ALERT,---,NDPP Mode Change,NDPP mode is changed to %s,,change,updated,,,System
1333,Users,Authentication Access,User Activity,INFO,---,Create a User,%s,,change account,created,,,Users
1334,Users,Authentication Access,User Activity,INFO,---,Edit a User,%s,,change account,updated,,,Users
1335,Users,Authentication Access,User Activity,INFO,---,Delete a User,%s,,change account,deleted,,,Users
1336,System,Settings,Firewall,INFO,---,Change Certification,Certification %s,,,,,,
1337,System,Settings,Firewall,INFO,---,User Password Changed by Administrators,%s,,,,,,
1338,System,Settings,Firewall,INFO,---,User Change Password,User %s password is changed,,change account,updated,,,System
1339,System,Settings,Firewall,INFO,---,Change Password Rule,Password rule %s is changed,,change,updated,,,System
1340,System,Settings,Firewall,INFO,---,Change User Inactive time out,User Inactive timeout is changed to %s,,,,,,
1341,Users,Authentication Access,User Activity,INFO,---,Edit Customize Login Pages,%s,,change account,updated,,,Users
1342,Users,Authentication Access,User Activity,INFO,---,Edit user lockout params,Update administrator/user lockout params - %s,,change account,updated,,,Users
1343,VPN,VPN IPsec,User Activity,INFO,---,VPN Policy Enabled/Disabl ed,VPN Policy %s,,,,,,
1344,Network,Interfaces,System Error,INFO,---,Interface Configure,%s,,,,,,
1345,Security Services,Crypto Test,---,INFO,---,SHA384 Test Success,Crypto Sha384 test success,,,,,,
1346,Security Services,Crypto Test,---,ERROR,---,SHA384 Test Failed,Crypto Sha384 test failed,,,,,,
1347,Security Services,Crypto Test,---,INFO,---,SHA512 Test Success,Crypto Sha512 test success,,,,,,
1348,Security Services,Crypto Test,---,ERROR,---,SHA512 Test Failed,Crypto Sha512 test failed,,,,,,
1349,Security Services,Crypto Test,---,INFO,---,Ikev1 Test Success,Crypto Ikev1 test success,,,,,,
1350,Security Services,Crypto Test,---,ERROR,---,Ikev1 Test Failed,Crypto Ikev1 test failed,,,,,,
1351,Security Services,Crypto Test,---,INFO,---,Ikev2 Test Success,Crypto Ikev2 test success,,,,,,
1352,Security Services,Crypto Test,---,ERROR,---,Ikev2 Test Failed,Crypto Ikev2 test failed,,,,,,
1353,Security Services,Crypto Test,---,INFO,---,SSH Test Success,Crypto SSH test success,,,,,,
1354,Security Services,Crypto Test,---,ERROR,---,SSH Test Failed,Crypto SSH test failed,,,,,,
1355,Security Services,Crypto Test,---,INFO,---,SNMP Test Success,Crypto SNMP test success,,,,,,
1356,Security Services,Crypto Test,---,ERROR,---,SNMP Test Failed,Crypto SNMP test failed,,,,,,
1357,Security Services,Crypto Test,---,INFO,---,TLS 1.0/1.1 Test Success,Crypto TLS 1.0/1.1 test success,,,,,,
1358,Security Services,Crypto Test,---,ERROR,---,TLS 1.0/1.1 Test Failed,Crypto TLS 1.0/1.1 test failed,,,,,,
1359,Security Services,Crypto Test,---,INFO,---,HMAC-SHA384 Test Success,Crypto Hmac-Sha384 test success,,,,,,
1360,Security Services,Crypto Test,---,ERROR,---,HMAC-SHA384 Test Failed,Crypto Hmac-Sha384 test failed,,,,,,
1361,Security Services,Crypto Test,---,INFO,---,HMAC-SHA512 Test Success,Crypto Hmac-Sha512 test success,,,,,,
1362,Security Services,Crypto Test,---,ERROR,---,HMAC-SHA512 Test Failed,Crypto Hmac-Sha512 test failed,,,,,,
1363,Wireless,WLAN,802.11b Managemen t,ALERT,---,WLAN 802.11 Flood,Wireless Flood Attack,,,,,,
1364,VPN,VPN PKI,---,ALERT,---,Cert Payload processing failed,Cert Payload processing failed,,,,,,
1365,Security Services,DPI-SSL,---,NOTICE,---,DPI-SSL Memory Check,DPI-SSL: %s,,,,,,
1366,Firewall Settings,Flood Protection,Attack,ALERT,---,TCP-Flooding Machine Blacklisted,TCP-Flooding machine %s blacklisted,,,,,,
1367,Firewall Settings,Flood Protection,Attack,WARNING,---,TCP Flood Blacklist Continues,TCP Flood Blacklist on IF %s continues,,,,,,
1368,Firewall Settings,Flood Protection,Attack,ALERT,---,Machine Removed From TCP Flood Blacklist,Machine %s removed from TCP flood blacklist,,,,,,
1369,Firewall Settings,Flood Protection,Attack,ALERT,---,Possible TCP Flood,Possible TCP Flood on IF %s,,,,,,
1370,Firewall Settings,Flood Protection,Attack,ALERT,---,Possible TCP Flood Ceased,Possible TCP Flood on IF %s has ceased,,,,,,
1371,Firewall Settings,Flood Protection,---,WARNING,---,Possible TCP Flood Continues,Possible TCP Flood on IF %s continues,,,,,,
1372,Users,Radius Authentication,---,WARNING,---,LDAP Mirroring Overflow,LDAP mirroring overflow: too many user groups,,,,,,
1373,Security Services,Attacks,Attack,ALERT,---,IPv6 fragment size is less than minimum (<1280),"IPv6 fragment dropped, invalid length (<1280 Bytes)",,,blocked,,,
1374,Security Services,Attacks,Attack,ALERT,---,IP Reassembly : Incomplete IGMP fragment,"IGMP packet dropped, incomplete fragments",,,blocked,,,
1375,Security Services,Attacks,Attack,ALERT,---,UDP fragmented datagram is too big (>65535),"UDP fragment dropped, exceeds maximum IP datagram size (>65535)",,,blocked,,,
1376,Security Services,Attacks,Attack,ALERT,---,Nestea/Teardr op Attack,Nestea/Teardrop attack dropped,,,blocked,,,
1377,Anti-Spam,General,---,ALERT,---,SHLO verification failed,SHLO verification failed with this client IP - %s,,,,,,
1378,Anti-Spam,General,---,ALERT,---,SHLO replay attack,Possible replay attack with this client IP - %s,,,,,,
1379,WAN Acceleration,Local WXA Appliance,---,WARNING,---,WXA association request failed,WXA association request to License Manager failed: %s,,,,,,
1380,WAN Acceleration,Local WXA Appliance,---,INFO,---,WXA association succeeded,WXA association posted successfully to License Manager,,,,,,
1381,Security Services,General,---,WARNING,15003,Application Control Expiration Message,Received App-Control Alert: Your Application Control subscription has expired.,,,,,,
1382,Log,Configuration Auditing,User Activity,INFO,5609,Configuration Change Succeeded,Configuration succeeded: %s,,,success,,,
1383,Log,Configuration Auditing,User Activity,INFO,5610,Configuration Change Failed,Configuration failed: %s,,,failure,,,
1384,Network,TCP,Debug,DEBUG,---,Invalid TCP Timestamps Option Length,TCP packet received with invalid Timestamps option length; TCP packet dropped,,,blocked,,,
1385,Network,TCP,Debug,DEBUG,---,TCP Sequence Number Wrapped,TCP packet received with wrapped sequence number; TCP packet dropped,,,blocked,,,
1387,Security Services,Attacks,Attack,ALERT,---,TCP Null Flag Attack,TCP Null Flag dropped,TRUE,,blocked,,,
1388,VPN,VPN IPsec,Attack,DEBUG,---,Vpn Decryption Failed,IPSec VPN Decryption Failed,,,,,,
1389,Security Services,Client CF,Maintenance,INFO,---,Client CF Access Without Agent,Access attempt from host without Client CF agent installed,,,,,,
1390,Security Services,Client CF,Maintenance,INFO,---,Client CF Agent Out of Date,Client CF agent out-of-date on host,,,,,,
1391,Security Services,General,Attack,ALERT,---,Raw Data,Packet Data,,,,,,
1392,System,Restart,Maintenance,ALERT,5243,Blade up,Blade up:%s,,,,,,
1393,System,Restart,Maintenance,ALERT,5244,Blade down,Blade down:%s,,,,,,
1394,WAN Acceleration,Local WXA Appliance,---,ERROR,---,Startup Failure,WXA Startup Failure - %s,,,,,,
1395,WAN Acceleration,Local WXA Appliance,---,WARNING,---,Get Failure,WXA Get Failure - %s,,,,,,
1396,WAN Acceleration,Local WXA Appliance,---,NOTICE,---,Parse Failure,WXA Parse Failure - %s,,,,,,
1397,WAN Acceleration,Local WXA Appliance,---,NOTICE,---,Register Failure,WXA Register Failure - %s,,,,,,
1398,WAN Acceleration,Local WXA Appliance,---,NOTICE,---,Unregister Failure,WXA Unregister Failure - %s,,,,,,
1399,WAN Acceleration,Local WXA Appliance,---,NOTICE,---,Probe Failure,WXA Probe Failure - %s,,,,,,
1400,WAN Acceleration,Local WXA Appliance,---,ALERT,---,Create Failure,WXA Create Failure - %s,,,,,,
1401,WAN Acceleration,Local WXA Appliance,---,WARNING,---,Set Failure,WXA Set Failure - %s,,,,,,
1402,WAN Acceleration,Local WXA Appliance,---,ERROR,---,Delete Failure,WXA Delete Failure - %s,,,,,,
1403,WAN Acceleration,Local WXA Appliance,---,INFO,---,Enable Service,WXA Enable - %s,,,,,,
1404,WAN Acceleration,Local WXA Appliance,---,INFO,---,Disable Service,WXA Disable - %s,,,,,,
1405,WAN Acceleration,Local WXA Appliance,---,WARNING,---,Request Failure,WXA Request Failure - %s,,,,,,
1406,Network,DHCPv6 Client,---,INFO,---,General DHCPv6 Client Info,General DHCPv6 Client Information [%s],,,,,,
1407,Network,DHCPv6 Client,---,DEBUG,---,DHCPv6 Client Send Message,DHCPv6 Client sent message [%s],,,,,,
1408,Network,DHCPv6 Client,---,DEBUG,---,DHCPv6 Client Get Message,DHCPv6 Client received message [%s],,,,,,
1409,Network,DHCPv6 Client,---,DEBUG,---,DHCPv6 Client DAD,DHCPv6 Client Duplicate Address Detection [%s],,,,,,
1410,Network,DHCPv6 Client,---,DEBUG,---,DHCPv6 Client Timeout,DHCPv6 Client waiting reply timeout [%s],,,,,,
1411,Network,DHCPv6 Client,---,DEBUG,---,DHCPv6 Client Get RA Flags,Router Advertisement flags [%s],,,,,,
1412,Network,DHCPv6 Client,---,INFO,---,DHCPv6 Client Get New Lease,DHCPv6 Client got a new lease [%s],,,,,,
1413,Network,DHCPv6 Client,---,INFO,---,DHCPv6 Client Release Lease,DHCPv6 Client released lease [%s],,,,,,
1414,Network,DHCPv6 Server,---,INFO,---,DHCPv6 Server Assign Lease,DHCPv6 Server assigned lease %s,,,,,,
1415,Network,DHCPv6 Server,---,INFO,---,DHCPv6 Server Release Lease,DHCPv6 Server released lease %s,,,,,,
1416,Network,DHCPv6 Server,---,INFO,---,DHCPv6 Server Receive Decline,DHCPv6 Server received DHCPv6 Decline from client %s,,,,,,
1417,Network,DHCPv6 Server,---,WARNING,---,DHCPv6 Server Resources of this Pool Ran Out,DHCPv6 Server: Resources of this pool ran out. Client Info: %s,,,,,,
1418,Network,DHCPv6 Server,---,INFO,---,Add DHCPv6 Server Scope,DHCPv6 Server: Add a new scope (%s),,change,created,,,Network
1419,Network,DHCPv6 Server,---,INFO,---,Delete DHCPv6 Server Scope,DHCPv6 Server: Delete scope (%s),,change,deleted,,,Network
1420,Network,DHCPv6 Server,---,DEBUG,---,DHCPv6 Server Get Message,DHCPv6 Server received message (%s),,,,,,
1421,Network,DHCPv6 Server,---,DEBUG,---,DHCPv6 Server Send Message,DHCPv6 Server sent message (%s),,,,,,
1422,Network,Interfaces,---,WARNING,---,IPv6 Address Conflict,IPv6 address conflict detected from Ethernet address %s,,,,,,
1423,Network,Interfaces,---,WARNING,---,Exceed Max NDP Size,Dropped NDP message:%s,,,blocked,,,
1424,Security Services,DPI-SSL,---,ALERT,14601,DPI-SSL Connection Check,DPI-SSL Connection: %s,,,,,,
1426,Wireless,SonicPoint/SonicWave,---,INFO,13603,SonicPoint/So nicWave Unexpected Reboot,%s unexpected reboot. Please check whether input power is adequate and ethernet connection is secured. (SonicWave/SonicPoi nt AC/NDR requires 802.3at PoE+),,,,,,
1428,SSL VPN,General,---,INFO,---,SSL VPN Debug,%s,,,,,,
1429,Network,IP,Debug,ALERT,---,IPv6 Packet Dropped With Site Local IP,Source or Destination IPv6 address is site-local unicast address. Packet is dropped,,,blocked,,,
1430,Network,IP,Debug,INFO,---,IPv6 Packet with Ext Header,IPv6 Packet with extension header received,TRUE,,,,,
1431,Network,ICMP,---,INFO,---,ICMPv6 Packets Received,ICMPv6 packet received,TRUE,,,,,
1432,System,Settings,Firewall,INFO,---,Configuration Change,Configuration changed: %s,,change,updated,,,System
1433,Network,ICMP,---,NOTICE,---,NDP Packets Dropped,%s,,,,,,
1434,Network,Interfaces,---,NOTICE,---,Group-port Link Up,Interface %s up,,,,,,
1435,Network,Interfaces,---,ERROR,---,Group-port Link Down,Interface %s down,,,,,,
1436,Network,NAT,Debug,INFO,---,NAT Policy Dropped Packets,"Packet dropped by NAT Policy, reason: %s",,,blocked,,,
1437,Network,Default Address Objects,---,WARNING,---,Delete Default AO Failed,%s,,,,,,
1438,VPN,VPN PKI,---,NOTICE,---,CA Cert Added,CA Certificate %s Added.,,change,created,,,VPN
1439,VPN,VPN PKI,---,NOTICE,---,Local Cert Added,Local Certificate %s Added.,,change,created,,,VPN
1440,VPN,VPN PKI,---,NOTICE,---,CA Cert Deleted,CA Certificate %s Deleted.,,change,deleted,,,VPN
1441,VPN,VPN PKI,---,NOTICE,---,Local Cert Deleted,Local Certificate %s Deleted.,,,,,,
1442,System,Hardware,System Environment,ALERT,---,USB Over Current,USB Over Current,,,,,,
1443,Firewall Settings,Advanced,Debug,WARNING,---,Control Plane Flood Protection Threshold Exceeded,Control Plane Flood Protection Threshold Exceeded: %s,,,,,,
1444,High Availability,State,Maintenance,ERROR,---,HA Reboot,Reboot occured (Reason :%s),,,,,,
1445,WAN Acceleration,Local WXA Appliance,---,WARNING,---,Connection Exceed,WXA Warning - %s,,,,,,
1446,Network,DHCP Server,---,NOTICE,---,Mask 31-Bit Scope Deleted,Delete invalid scope with mask of 31 bits [%s],,,,,,
1447,Network,UDP,UDP,NOTICE,---,UDPv6 Packets Dropped,UDPv6 packet dropped,,,blocked,,,
1448,Firewall Settings,Checksum Enforcement,UDP,NOTICE,---,UDPv6 Checksum Error,UDPv6 checksum error; packet dropped,,,blocked,,,
1449,Firewall Settings,Checksum Enforcement,UDP,NOTICE,---,ICMPv6 Checksum Error,ICMPv6 checksum error; packet dropped,,,blocked,,,
1450,Firewall Settings,Flood Protection,Attack,ALERT,---,UDPv6 Flood Detected,Possible UDPv6 flood attack detected,,,,,,
1451,Firewall Settings,Flood Protection,Attack,ALERT,---,ICMPv6 Flood Detected,Possible ICMPv6 flood attack detected,,,,,,
1452,Firewall Settings,Flood Protection,Attack,ALERT,---,Half Open TCP Connection Threshold Exceeded,Too many half-open TCP connections,,,,,,
1453,Network,Network Access,Debug,INFO,---,Extended Switch Add,%s,,,,,,
1454,Network,Network Access,Debug,INFO,---,Extended Switch Remove,%s,,,,,,
1455,Network,Network Access,Debug,INFO,---,Extended Switch Port Speed Change,Extended Switch Port Status Change : %s,,,,,,
1456,Network,Network Access,Debug,INFO,---,Extended Switch Port Duplex Mode Change,Extended Switch Port Status Change : %s,,,,,,
1457,Network,Network Access,Debug,INFO,---,Extended Switch Port Link Status Change,Extended Switch Port Status Change : %s,,,,,,
1458,Network,ICMP,---,NOTICE,---,NDP Packets Received,%s,,,,,,
1459,Security Services,GAV,Maintenance,INFO,---,Capture ATP File Transfer Attempt,Gateway Anti-Virus Status: %s,,,,,,
1460,Security Services,GAV,Maintenance,INFO,---,Capture ATP File Transfer Result,Gateway Anti-Virus Status: %s,,,,,,
1461,Security Services,Content Filter,---,NOTICE,703,CFS Alert,CFS Alert: %s,,,,,,
1462,Security Services,GAV,---,INFO,---,AV Gateway Inform,Gateway Anti-Virus Inform: %s,,,,,,
