"_time","Down_time _mins","H_W problem","INCIDENT_DATE_KEY","INCIDENT_FC_KEY","Incident_Day","Incident_Day Type","Incident_Month","Incident_Quarter","Incident_Region","Incident_Town","Incident_Week","Incident_Weekday","Incident_Year","Incident_YearQuarter",LAT,LON,Latitude,Longitude,"New Duplicate Incident","New Ticket",No,PostCode,"PostCode_2","Reviewed_main_category","Reviewed_sub_category","SW_Reviewed_main_category","SW_Reviewed_sub_category",StreetName,"TERMINAL_ID","Ticket Down time","Ticket Start time","Ticket Stop time","Ticket_R2","Total Down","bay_BKK_UPC","bay_device_priority","bay_region","bay_type_of_device","bay_vault_code","closed_dtimestamp","component_profile","device_id","fault_id","fault_text","first_line_service_profile","incident_id",latitude,longitude,"model_number","opened_dtimestamp",postcode,"second_line_service_profile","ticket_id","type_location"
"2019-12-31T06:48:47.000+0000","182.88334079669",Hardware,41639,1051R,31,"Working Day",Dec,Q4,"Greater London","Camden Town",1,Tue,2019,"2019-Q4","51.5296392","-0.1239574","51.5296392","-0.1239574","New ticket",101676547,52,"NW1 2ST",2ST,Hardware,"Cash_Jam",Hardware,"Cash_Jam","31 Euston Road",S1A1051R,"182.90000159992","12/31/2019 6:48:47 AM","12/31/2019 9:51:41 AM",101676547,"0.12701388999994",BKK,"High Priority","RAMA 3","R-ATM",700,"41639.41087963",Omron,S1A1051R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","Brinks_BKK_FLM",13623060,"51.5296392","-0.1239574",ADM2,"41639.28387731",NW1,"IBM_BKK_SLM",101676547,Branch
"2019-12-31T06:45:08.000+0000","1.9000080088153",Network,41639,1236R,31,"Working Day",Dec,Q4,"Greater London","Camden Town",1,Tue,2019,"2019-Q4","51.5394101","-0.1426694","51.5394101","-0.1426694","1st_level",,,"NW1 8QL",8QL,Network,"1st_level",Network,"1st_level","176 Camden High Street, Camden",S1A1236R,"1.9000080088153","12/31/2019 6:45:08 AM","12/31/2019 6:47:03 AM",,"0.0013194500061218",BKK,"High Priority",M305,"R-ATM",700,"41639.28267361",Diebold,S1A1236R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13623049,"51.5394101","-0.1426694","OPTEVA 378","41639.28135416",NW1,"Diebold_BKK_SLM",101676551,Branch
"2019-12-31T06:44:24.000+0000","3.1333248037845",Network,41639,1051R,31,"Working Day",Dec,Q4,"Greater London","Camden Town",1,Tue,2019,"2019-Q4","51.5296392","-0.1239574","51.5296392","-0.1239574","1st_level",,,"NW1 2ST",2ST,Power,"Power_Fail",Network,"Power_Fail","31 Euston Road",S1A1051R,"3.1333248037845","12/31/2019 6:44:24 AM","12/31/2019 6:47:31 AM",,"0.0021759200026281",BKK,"High Priority","RAMA 3","R-ATM",700,"41639.28300925",Omron,S1A1051R,18,"Power failure reported , Entering Service initiated","Brinks_BKK_FLM",13623047,"51.5296392","-0.1239574",ADM2,"41639.28083333",NW1,"IBM_BKK_SLM",101676547,Branch
"2019-12-31T06:42:56.000+0000","4.5833328017034",Network,41639,1051R,31,"Working Day",Dec,Q4,"Greater London","Camden Town",1,Tue,2019,"2019-Q4","51.5296392","-0.1239574","51.5296392","-0.1239574","1st_level",,,"NW1 2ST",2ST,Network,"1st_level",Network,"1st_level","31 Euston Road",S1A1051R,"4.5833328017034","12/31/2019 6:42:56 AM","12/31/2019 6:47:31 AM",,"0.0031828700011829",BKK,"High Priority","RAMA 3","R-ATM",700,"41639.28300925",Omron,S1A1051R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13623043,"51.5296392","-0.1239574",ADM2,"41639.27982638",NW1,"IBM_BKK_SLM",101676547,Branch
"2019-12-31T06:35:24.000+0000","2.6500031969044",Network,41639,1273R,31,"Working Day",Dec,Q4,"Greater London",Poplar,1,Tue,2019,"2019-Q4","51.5172127","-0.0671917","51.5172127","-0.0671917","1st_level",,,"E1 1DU",1DU,Power,"Power_Fail",Network,"Power_Fail","75 Whitechapel Road, Whitechapel",S1A1273R,"2.6500031969044","12/31/2019 6:35:24 AM","12/31/2019 6:38:03 AM",,"0.0018402799978503",BKK,"High Priority",M202,"R-ATM",700,"41639.27642361",Omron,S1A1273R,18,"Power failure reported , Entering Service initiated","G4S_BKK_FLM",13623024,"51.5172127","-0.0671917","ADM1.5","41639.27458333",E1,"IBM_BKK_SLM",101676075,"Office Building/ Company"
"2019-12-31T05:33:28.000+0000","2.6166671945248",Network,41639,1293R,31,"Working Day",Dec,Q4,"City of London",,1,Tue,2019,"2019-Q4","51.5129186","-0.0919702","51.5129186","-0.0919702","1st_level",,,"EC4N 4TR",4TR,Network,"1st_level",Network,"1st_level","60 Queen Victoria Street",S1A1293R,"2.6166671945248","12/31/2019 5:33:28 AM","12/31/2019 5:36:05 AM",,"0.0018171299961978",BKK,"High Priority",M301,"R-ATM",700,"41639.23340277",Diebold,S1A1293R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13622920,"51.5129186","-0.0919702","OPTEVA 378","41639.23158564",EC4N,"Diebold_BKK_SLM",101676455,Branch
"2019-12-31T03:30:42.000+0000","25.100006401772",Others,41639,1297R,31,"Working Day",Dec,Q4,"Greater London",Camberwell,1,Tue,2019,"2019-Q4","51.4721609","-0.0694885","51.4721609","-0.0694885","New ticket",101676309,1066,"SE15 5ET",5ET,Others,"Device_info",Others,"Device_info","47 Rye Lane, Peckham",S1A1297R,"25.100006401772","12/31/2019 3:30:42 AM","12/31/2019 3:55:48 AM",101676309,"0.01743056000123",BKK,"High Priority",M301,"R-ATM",700,"41639.16375",Omron,S1A1297R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13622748,"51.4721609","-0.0694885","ADM1.5","41639.14631944",SE15,"IBM_BKK_SLM",101676309,Branch
"2019-12-31T02:13:15.000+0000","2.6333424041513",Network,41639,1236R,31,"Working Day",Dec,Q4,"Greater London","Camden Town",1,Tue,2019,"2019-Q4","51.5394101","-0.1426694","51.5394101","-0.1426694","1st_level",,,"NW1 8QL",8QL,Network,"1st_level",Network,"1st_level","176 Camden High Street, Camden",S1A1236R,"2.6333424041513","12/31/2019 2:13:15 AM","12/31/2019 2:15:54 AM",,"0.0018287100028829",BKK,"High Priority",M305,"R-ATM",700,"41639.094375",Diebold,S1A1236R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13622648,"51.5394101","-0.1426694","OPTEVA 378","41639.09254629",NW1,"Diebold_BKK_SLM",101676225,Branch
"2019-12-31T01:22:49.000+0000","2.1500064013526",Network,41639,1269R,31,"Working Day",Dec,Q4,"Greater London",Kensington,1,Tue,2019,"2019-Q4","51.4942215","-0.1821634","51.4942215","-0.1821634","1st_level",,,"SW7 4SX",4SX,Network,"1st_level",Network,"1st_level","95 Gloucester Road, South Kensington",S1A1269R,"2.1500064013526","12/31/2019 1:22:49 AM","12/31/2019 1:24:59 AM",,"0.0014930600009393",BKK,"High Priority",M305,"R-ATM",700,"41639.0590162",Diebold,S1A1269R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13622559,"51.4942215","-0.1821634","OPTEVA 378","41639.05752314",SW7,"Diebold_BKK_SLM",101676150,Branch
"2019-12-31T01:19:10.000+0000","2.6333279977553",Network,41639,1236R,31,"Working Day",Dec,Q4,"Greater London","Camden Town",1,Tue,2019,"2019-Q4","51.5394101","-0.1426694","51.5394101","-0.1426694","1st_level",,,"NW1 8QL",8QL,Network,"1st_level",Network,"1st_level","176 Camden High Street, Camden",S1A1236R,"2.6333279977553","12/31/2019 1:19:10 AM","12/31/2019 1:21:48 AM",,"0.0018286999984412",BKK,"High Priority",M305,"R-ATM",700,"41639.05680555",Diebold,S1A1236R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13622545,"51.5394101","-0.1426694","OPTEVA 378","41639.05497685",NW1,"Diebold_BKK_SLM",101676138,Branch
"2019-12-31T00:52:47.000+0000","1.900007998338",Network,41639,1269R,31,"Working Day",Dec,Q4,"Greater London",Kensington,1,Tue,2019,"2019-Q4","51.4942215","-0.1821634","51.4942215","-0.1821634","1st_level",,,"SW7 4SX",4SX,Network,"1st_level",Network,"1st_level","95 Gloucester Road, South Kensington",S1A1269R,"1.900007998338","12/31/2019 12:52:47 AM","12/31/2019 12:54:42 AM",,"0.0013194499988458",BKK,"High Priority",M305,"R-ATM",700,"41639.03798611",Diebold,S1A1269R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13622503,"51.4942215","-0.1821634","OPTEVA 378","41639.03666666",SW7,"Diebold_BKK_SLM",101676104,Branch
"2019-12-31T00:24:53.000+0000","373.16666879109",Network,41639,1273R,31,"Working Day",Dec,Q4,"Greater London",Poplar,1,Tue,2019,"2019-Q4","51.5172127","-0.0671917","51.5172127","-0.0671917","1st_level",,,"E1 1DU",1DU,Network,"1st_level",Network,"1st_level","75 Whitechapel Road, Whitechapel",S1A1273R,"373.16666879109","12/31/2019 12:24:53 AM","12/31/2019 6:38:03 AM",,"0.25914351999381",BKK,"High Priority",M202,"R-ATM",700,"41639.27642361",Omron,S1A1273R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13622465,"51.5172127","-0.0671917","ADM1.5","41639.01728009",E1,"IBM_BKK_SLM",101676075,"Office Building/ Company"
"2019-12-31T00:20:13.000+0000","1.2333312019652",Network,41639,1089R,31,"Working Day",Dec,Q4,Westminster,,1,Tue,2019,"2019-Q4","51.5110401","-0.1391194","51.5110401","-0.1391194","1st_level",,,"W1B 4HX",4HX,Network,"1st_level",Network,"1st_level","133 Regent Street",S1A1089R,"1.2333312019652","12/31/2019 12:20:13 AM","12/31/2019 12:21:27 AM",,"0.00085648000094807",BKK,"High Priority",M106,"R-ATM",700,"41639.01489583",Diebold,S1A1089R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13622456,"51.5110401","-0.1391194","OPTEVA 378","41639.01403935",W1B,"Diebold_BKK_SLM",101676068,Branch
"2019-12-30T23:19:41.000+0000","55.150012808153",Network,41639,1273R,31,"Working Day",Dec,Q4,"Greater London",Poplar,1,Tue,2019,"2019-Q4","51.5172127","-0.0671917","51.5172127","-0.0671917","1st_level",,,"E1 1DU",1DU,Network,"1st_level",Network,"1st_level","75 Whitechapel Road, Whitechapel",S1A1273R,"55.150012808153","12/30/2019 11:19:41 PM","12/31/2019 12:14:51 AM",,"0.038298620005662",BKK,"High Priority",M202,"R-ATM",700,"41639.0103125",Omron,S1A1273R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13622348,"51.5172127","-0.0671917","ADM1.5","41638.97201988",E1,"IBM_BKK_SLM",101675990,"Office Building/ Company"
"2019-12-30T23:18:57.000+0000","55.90000800672",Network,41639,1273R,31,"Working Day",Dec,Q4,"Greater London",Poplar,1,Tue,2019,"2019-Q4","51.5172127","-0.0671917","51.5172127","-0.0671917","1st_level",,,"E1 1DU",1DU,Power,"Power_Fail",Network,"Power_Fail","75 Whitechapel Road, Whitechapel",S1A1273R,"55.90000800672","12/30/2019 11:18:57 PM","12/31/2019 12:14:51 AM",,"0.038819450004667",BKK,"High Priority",M202,"R-ATM",700,"41639.0103125",Omron,S1A1273R,18,"Power failure reported , Entering Service initiated","G4S_BKK_FLM",13622343,"51.5172127","-0.0671917","ADM1.5","41638.97149305",E1,"IBM_BKK_SLM",101675990,"Office Building/ Company"
"2019-12-30T22:45:06.000+0000","1.8999936024193",Network,41638,1255R,30,"Working Day",Dec,Q4,"Greater London","Camden Town",1,Mon,2019,"2019-Q4","51.5234632","-0.1367048","51.5234632","-0.1367048","1st_level",,,"W1T 7AY",7AY,Network,"1st_level",Network,"1st_level","156-157 Tottenham Court Road",S1A1255R,"1.8999936024193","12/30/2019 10:45:06 PM","12/30/2019 10:47:00 PM",,"0.0013194400016801",BKK,"High Priority",M305,"R-ATM",700,"41638.94930555",Diebold,S1A1255R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13622285,"51.5234632","-0.1367048","OPTEVA 378","41638.94798611",W1T,"Diebold_BKK_SLM",101675937,Branch
"2019-12-30T21:46:42.000+0000","3.633335995255",Network,41638,1063R,30,"Working Day",Dec,Q4,"Greater London",Paddington,1,Mon,2019,"2019-Q4","51.5209721","-0.1569726","51.5209721","-0.1569726","1st_level",,,"W1U 6AX",6AX,Power,"Power_Fail",Network,"Power_Fail","90 Baker Street",S1A1063R,"3.633335995255","12/30/2019 9:46:42 PM","12/30/2019 9:50:20 PM",,"0.0025231499967049",BKK,"High Priority",M303,"R-ATM",700,"41638.9099537",Omron,S1A1063R,18,"Power failure reported , Entering Service initiated","Brinks_BKK_FLM",13622188,"51.5209721","-0.1569726",ADM2,"41638.90743055",W1U,"IBM_BKK_SLM",101675860,Branch
"2019-12-30T21:46:15.000+0000","4.0833359956741",Network,41638,1063R,30,"Working Day",Dec,Q4,"Greater London",Paddington,1,Mon,2019,"2019-Q4","51.5209721","-0.1569726","51.5209721","-0.1569726","1st_level",,,"W1U 6AX",6AX,Network,"1st_level",Network,"1st_level","90 Baker Street",S1A1063R,"4.0833359956741","12/30/2019 9:46:15 PM","12/30/2019 9:50:20 PM",,"0.0028356499969959",BKK,"High Priority",M303,"R-ATM",700,"41638.9099537",Omron,S1A1063R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13622187,"51.5209721","-0.1569726",ADM2,"41638.90711805",W1U,"IBM_BKK_SLM",101675860,Branch
"2019-12-30T21:39:22.000+0000","2.2000032069627",Network,41638,1257R,30,"Working Day",Dec,Q4,"Greater London",Lewisham,1,Mon,2019,"2019-Q4","51.4456509","-0.0191393","51.4456509","-0.0191393","1st_level",,,"SE6 4BQ",4BQ,Network,"1st_level",Network,"1st_level","149 Rushey Green, Catford",S1A1257R,"2.2000032069627","12/30/2019 9:39:22 PM","12/30/2019 9:41:34 PM",,"0.0015277800048352",BKK,"High Priority",M103,"R-ATM",700,"41638.90386574",Diebold,S1A1257R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13622168,"51.4456509","-0.0191393","OPTEVA 378","41638.90233796",SE6,"Diebold_BKK_SLM",101675845,Branch
"2019-12-30T21:39:22.000+0000","1.4499936020002",Network,41638,1272R,30,"Working Day",Dec,Q4,"Greater London","Camden Town",1,Mon,2019,"2019-Q4","51.5188409","-0.132935","51.5188409","-0.132935","1st_level",,,"W1T 2AR",2AR,Network,"1st_level",Network,"1st_level","39 Tottenham Court Road",S1A1272R,"1.4499936020002","12/30/2019 9:39:22 PM","12/30/2019 9:40:48 PM",,"0.001006940001389",BKK,"High Priority",M104,"R-ATM",700,"41638.9033449",Diebold,S1A1272R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13622166,"51.5188409","-0.132935","OPTEVA 378","41638.90233796",W1T,"Diebold_BKK_SLM",101675843,Branch
"2019-12-30T20:42:40.000+0000","684.83332800446",Hardware,41639,1444R,31,"Working Day",Dec,Q4,"Greater London",Hammersmith,1,Tue,2019,"2019-Q4","51.492896","-0.2290796","51.492896","-0.2290796","New ticket",101675760,1258,"W6 0QF",0QF,Hardware,"Cash_Jam",Hardware,"Cash_Jam","21 Kings Mall, King Street, Hammersmith",S1A1444R,"694.33332480839","12/30/2019 8:42:40 PM","12/31/2019 8:16:59 AM",101675760,"0.48217592000583",BKK,Standard,M106,"R-ATM",700,"41639.33854166",Omron,S1A1444R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","G4S_BKK_FLM",13622054,"51.492896","-0.2290796","ADM1.5","41638.86296296",W6,"IBM_BKK_SLM",101675760,Branch
"2019-12-30T20:11:02.000+0000","1.9333295943215",Network,41638,1221R,30,"Working Day",Dec,Q4,Westminster,,1,Mon,2019,"2019-Q4","51.4960017","-0.1425876","51.4960017","-0.1425876","1st_level",,,"SW1V 1EJ",1EJ,Network,"1st_level",Network,"1st_level","333 Vauxhall Bridge Road, Belgravia",S1A1221R,"1.9333295943215","12/30/2019 8:11:02 PM","12/30/2019 8:12:58 PM",,"0.0013425899960566",BKK,"High Priority",M302,"R-ATM",700,"41638.84233796",Diebold,S1A1221R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13621978,"51.4960017","-0.1425876","OPTEVA 378","41638.84099537",SW1V,"Diebold_BKK_SLM",101675707,Branch
"2019-12-30T19:31:15.000+0000","3.3833375922404",Others,41638,1287R,30,"Working Day",Dec,Q4,Westminster,,1,Mon,2019,"2019-Q4","51.4960017","-0.1425876","51.4960017","-0.1425876","New ticket",101675631,1013,"SW1V 1EJ",1EJ,Others,"Device_info",Others,"Device_info","333 Vauxhall Bridge Road, Belgravia",S1A1287R,"3.3833375922404","12/30/2019 7:31:15 PM","12/30/2019 7:34:38 PM",101675631,"0.0023495399946114",BKK,"High Priority",M204,"R-ATM",494,"41638.81571759",Omron,S1A1287R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13621882,"51.4960017","-0.1425876","ADM1.5","41638.81336805",SW1V,"IBM_BKK_SLM",101675631,Branch
"2019-12-30T19:13:56.000+0000","6.850008002948",Network,41638,1253R,30,"Working Day",Dec,Q4,"Greater London",Camberwell,1,Mon,2019,"2019-Q4","51.5074468","-0.0970845","51.5074468","-0.0970845","1st_level",,,"SE1 9DZ",9DZ,Power,"Power_Fail",Network,"Power_Fail","62-67 Park Street, Southwark",S1A1253R,"6.850008002948","12/30/2019 7:13:56 PM","12/30/2019 7:20:48 PM",,"0.0047569500020472",BKK,"High Priority",M304,"R-ATM",700,"41638.80611111",Diebold,S1A1253R,18,"Power failure reported , Entering Service initiated","G4S_BKK_FLM",13621839,"51.5074468","-0.0970845","OPTEVA 378","41638.80135416",SE1,"Diebold_BKK_SLM",101675592,Branch
"2019-12-30T19:09:04.000+0000","11.716675199568",Network,41638,1253R,30,"Working Day",Dec,Q4,"Greater London",Camberwell,1,Mon,2019,"2019-Q4","51.5074468","-0.0970845","51.5074468","-0.0970845","1st_level",,,"SE1 9DZ",9DZ,Network,"1st_level",Network,"1st_level","62-67 Park Street, Southwark",S1A1253R,"11.716675199568","12/30/2019 7:09:04 PM","12/30/2019 7:20:48 PM",,"0.0081365799997002",BKK,"High Priority",M304,"R-ATM",700,"41638.80611111",Diebold,S1A1253R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13621829,"51.5074468","-0.0970845","OPTEVA 378","41638.79797453",SE1,"Diebold_BKK_SLM",101675592,Branch
"2019-12-30T18:32:57.000+0000","4.1166719980538",Network,41638,1063R,30,"Working Day",Dec,Q4,"Greater London",Paddington,1,Mon,2019,"2019-Q4","51.5209721","-0.1569726","51.5209721","-0.1569726","1st_level",,,"W1U 6AX",6AX,Power,"Power_Fail",Network,"Power_Fail","90 Baker Street",S1A1063R,"4.1166719980538","12/30/2019 6:32:57 PM","12/30/2019 6:37:05 PM",,"0.0028587999986485",BKK,"High Priority",M303,"R-ATM",700,"41638.77575231",Omron,S1A1063R,18,"Power failure reported , Entering Service initiated","Brinks_BKK_FLM",13621737,"51.5209721","-0.1569726",ADM2,"41638.77289351",W1U,"IBM_BKK_SLM",101675530,Branch
"2019-12-30T18:32:15.000+0000","4.8166704014875",Network,41638,1063R,30,"Working Day",Dec,Q4,"Greater London",Paddington,1,Mon,2019,"2019-Q4","51.5209721","-0.1569726","51.5209721","-0.1569726","1st_level",,,"W1U 6AX",6AX,Network,"1st_level",Network,"1st_level","90 Baker Street",S1A1063R,"4.8166704014875","12/30/2019 6:32:15 PM","12/30/2019 6:37:05 PM",,"0.003344910001033",BKK,"High Priority",M303,"R-ATM",700,"41638.77575231",Omron,S1A1063R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13621735,"51.5209721","-0.1569726",ADM2,"41638.7724074",W1U,"IBM_BKK_SLM",101675530,Branch
"2019-12-30T18:16:40.000+0000","16.766668794444",Others,41638,1053R,30,"Working Day",Dec,Q4,"City of London",,1,Mon,2019,"2019-Q4","51.5120537","-0.079749","51.5120537","-0.079749","New ticket",101675502,74,"EC3M 4BA",4BA,Others,"Device_info",Others,"Device_info","60 Fenchurch Street",S1A1053R,"16.766668794444","12/30/2019 6:16:40 PM","12/30/2019 6:33:26 PM",101675502,"0.011643519996142",BKK,"High Priority",M303,"R-ATM",449,"41638.77322916",Omron,S1A1053R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13621698,"51.5120537","-0.079749",ADM2,"41638.76158564",EC3M,"IBM_BKK_SLM",101675502,Branch
"2019-12-30T18:06:13.000+0000","0.21666240063496",Network,41638,1225R,30,"Working Day",Dec,Q4,"Greater London",Lambeth,1,Mon,2019,"2019-Q4","51.4387177","-0.1263901","51.4387177","-0.1263901","1st_level",,,"SW2 4UE",4UE,Network,"1st_level",Network,"1st_level","103 Streatham Hill, Streatham",S1A1225R,"0.21666240063496","12/30/2019 6:06:13 PM","12/30/2019 6:06:26 PM",,"0.00015046000044094",BKK,"High Priority",M205,"R-ATM",700,"41638.75446759",Diebold,S1A1225R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13621655,"51.4387177","-0.1263901","OPTEVA 378","41638.75431713",SW2,"Diebold_BKK_SLM",101675476,Branch
"2019-12-30T17:07:51.000+0000","6.0500016028527",Others,41638,1263R,30,"Working Day",Dec,Q4,"Greater London","East Ham",1,Mon,2019,"2019-Q4","51.5367167","0.0523715","51.5367167","0.0523715","New ticket",101675369,817,"E6 2HX",2HX,Others,"Device_info",Others,"Device_info","118 High Street North, East Ham",S1A1263R,"6.0500016028527","12/30/2019 5:07:51 PM","12/30/2019 5:13:55 PM",101675369,"0.0042019900019811",BKK,"High Priority",M305,"R-ATM",700,"41638.71799768",Diebold,S1A1263R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13621475,"51.5367167","0.0523715","OPTEVA 378","41638.71379629",E6,"Diebold_BKK_SLM",101675369,Branch
"2019-12-30T16:51:15.000+0000","21.633336001541",Hardware,41638,1054R,30,"Working Day",Dec,Q4,"Greater London",Paddington,1,Mon,2019,"2019-Q4","51.518865","-0.169429","51.518865","-0.169429","New ticket",101675339,98,"W2 1NJ",1NJ,Hardware,"Cash_Jam",Hardware,"Cash_Jam","15-17 Praed Street,Paddington,London",S1A1054R,"21.666671993444","12/30/2019 4:51:15 PM","12/30/2019 5:12:56 PM",101675339,"0.015046299995447",BKK,"High Priority",M102,"R-ATM",700,"41638.71729166",Omron,S1A1054R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","G4S_BKK_FLM",13621433,"51.518865","-0.169429",ADM2,"41638.70226851",W2,"IBM_BKK_SLM",101675339,Branch
"2019-12-30T16:49:48.000+0000","2.1666672045831",Network,41638,1254R,30,"Working Day",Dec,Q4,"Greater London",Wandsworth,1,Mon,2019,"2019-Q4","51.4603463","-0.2150016","51.4603463","-0.2150016","1st_level",,,"SW15 2SH",2SH,Network,"1st_level",Network,"1st_level","172 Upper Richmond Road, Putney",S1A1254R,"2.1666672045831","12/30/2019 4:49:48 PM","12/30/2019 4:51:58 PM",,"0.0015046300031827",BKK,"High Priority",M305,"R-ATM",700,"41638.70275463",Diebold,S1A1254R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13621429,"51.4603463","-0.2150016","OPTEVA 378","41638.70125",SW15,"Diebold_BKK_SLM",101675337,Branch
"2019-12-30T16:21:01.000+0000","48.933345599798",Hardware,41638,1282R,30,"Working Day",Dec,Q4,"Greater London",Greenwich,1,Mon,2019,"2019-Q4","51.4794176","-0.0101782","51.4794176","-0.0101782","New ticket",101675283,981,"SE10 8NF",8NF,Hardware,"Cash_Jam",Hardware,"Cash_Jam","275 Greenwich High Road, Greenwich",S1A1282R,"51.400008002529","12/30/2019 4:21:01 PM","12/30/2019 5:12:26 PM",101675283,"0.035694450001756",BKK,"High Priority",M302,"R-ATM",528,"41638.71525463",Omron,S1A1282R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","G4S_BKK_FLM",13621352,"51.4794176","-0.0101782","ADM1.5","41638.68127314",SE10,"IBM_BKK_SLM",101675283,Branch
"2019-12-30T15:17:41.000+0000","6.3499968010001",Network,41638,1253R,30,"Working Day",Dec,Q4,"Greater London",Camberwell,1,Mon,2019,"2019-Q4","51.5074468","-0.0970845","51.5074468","-0.0970845","1st_level",,,"SE1 9DZ",9DZ,Power,"Power_Fail",Network,"Power_Fail","62-67 Park Street, Southwark",S1A1253R,"6.3499968010001","12/30/2019 3:17:41 PM","12/30/2019 3:24:02 PM",,"0.0044097200006945",BKK,"High Priority",M304,"R-ATM",700,"41638.64170138",Diebold,S1A1253R,18,"Power failure reported , Entering Service initiated","G4S_BKK_FLM",13621158,"51.5074468","-0.0970845","OPTEVA 378","41638.63729166",SE1,"Diebold_BKK_SLM",101675124,Branch
