store_address,store_address_line1,store_address_line2,store_city,store_coordinates,store_country,store_features,store_id,store_latitude,store_longitude,store_name,store_phone,store_state,store_zip
5030 W. Rosecrans Ave,5030 W. Rosecrans Ave,,Hawthorne,"(33.901352, -118.366682)",US,0,300211,33.901352,-118.366682,"5030 W. Rosecrans Ave
Hawthorne, CA 90250-6618
(33.901352, -118.366682)",310-263-7290,CA,90250-6618
200 N. Douglas Street Bldg 252,200 N. Douglas Street Bldg 252,,El Segundo,"(33.919081082583, -118.38077043173)",US,0,300212,33.91908108,-118.3807704,"200 N. Douglas Street Bldg 252
El Segundo, CA 90245-4616
(33.919081082583, -118.38077043173)",310-414-9404,CA,90245-4616
"6000 Sepulveda Blvd, Ste 2250",6000 Sepulveda Blvd,Ste 2250,Culver City,"(33.98533, -118.395724)",US,0,300213,33.98533,-118.395724,"6000 Sepulveda Blvd, Ste 2250
Culver City, CA 90230-6478
(33.98533, -118.395724)",310-754-4614,CA,90230-6478
11030 Jefferson Blvd,11030 Jefferson Blvd,,Culver City,"(33.996832, -118.394214)",US,0,300214,33.996832,-118.394214,"11030 Jefferson Blvd
Culver City, CA 90230-5520
(33.996832, -118.394214)",310-398-1945,CA,90230-5520
"1450 190th Street, Suite F",1450 190th Street,Suite F,Torrance,"(33.857939, -118.303084)",US,0,300215,33.857939,-118.303084,"1450 190th Street, Suite F
Torrance, CA 90501-1138
(33.857939, -118.303084)",310-618-8339,CA,90501-1138
8817 South Sepulveda Blvd.,8817 South Sepulveda Blvd.,,Los Angeles,"(33.956135, -118.395906)",US,0,300216,33.956135,-118.395906,"8817 South Sepulveda Blvd.
Los Angeles, CA 90045-4809
(33.956135, -118.395906)",310-342-0152,CA,90045-4809
8844 S. Sepulveda Blvd,8844 S. Sepulveda Blvd,,Westchester,"(33.956091, -118.395951)",US,0,300217,33.956091,-118.395951,"8844 S. Sepulveda Blvd
Westchester, CA 90045-4833
(33.956091, -118.395951)",310-645-0416,CA,90045-4833
4001 Inglewood Ave,4001 Inglewood Ave,,Redondo Beach,"(33.892834, -118.362248)",US,0,300218,33.892834,-118.362248,"4001 Inglewood Ave
Redondo Beach, CA 90278-1121
(33.892834, -118.362248)",310-349-0860,CA,90278-1121
8754 Washington Blvd.,8754 Washington Blvd.,,Pico Rivera,"(33.984481, -118.100127)",US,0,300219,33.984481,-118.100127,"8754 Washington Blvd.
Pico Rivera, CA 90660-3793
(33.984481, -118.100127)",562-949-5677,CA,90660-3793
11030 Jefferson Blvd,11030 Jefferson Blvd,,Culver City,"(33.997272, -118.39523)",US,0,300220,33.997272,-118.39523,"11030 Jefferson Blvd
Culver City, CA 90230-5520
(33.997272, -118.39523)",310-398-1945,CA,90230-5520
10820 Jefferson Blvd,10820 Jefferson Blvd,,Culver City,"(34.000768, -118.394531)",US,0,300221,34.000768,-118.394531,"10820 Jefferson Blvd
Culver City, CA 90230-4935
(34.000768, -118.394531)",310-839-5200,CA,90230-4935
14301 Bellflower Blvd,14301 Bellflower Blvd,,Bellflower,"(33.901768, -118.125681)",US,0,300222,33.901768,-118.125681,"14301 Bellflower Blvd
Bellflower, CA 90706-3135
(33.901768, -118.125681)",562-925-5726,CA,90706-3135
"5757 Wilshire Blvd, #106",5757 Wilshire Blvd,#106,Los Angeles,"(34.062508, -118.354609)",US,0,300223,34.062508,-118.354609,"5757 Wilshire Blvd, #106
Los Angeles, CA 90036-3684
(34.062508, -118.354609)",323-931-1013,CA,90036-3684
20240 Avalon Blvd.,20240 Avalon Blvd.,,Carson,"(33.847785, -118.264379)",US,0,300224,33.847785,-118.264379,"20240 Avalon Blvd.
Carson, CA 90746-3829
(33.847785, -118.264379)",310-324-4012,CA,90746-3829
5378 W. Rosecrans Avenue,5378 W. Rosecrans Avenue,,Hawthorne,"(33.901747, -118.374064)",US,0,300225,33.901747,-118.374064,"5378 W. Rosecrans Avenue
Hawthorne, CA 90250-6646
(33.901747, -118.374064)",310-725-7001,CA,90250-6646
"800 W. Beverly Blvd., 34",800 W. Beverly Blvd.,34,Montebello,"(34.018776, -118.107089)",US,0,300226,34.018776,-118.107089,"800 W. Beverly Blvd., 34
Montebello, CA 90640-4213
(34.018776, -118.107089)",323-721-5110,CA,90640-4213
3931 W. Artesia Blvd.,3931 W. Artesia Blvd.,,Torrance,"(33.873005, -118.343002)",US,0,300227,33.873005,-118.343002,"3931 W. Artesia Blvd.
Torrance, CA 90504-3210
(33.873005, -118.343002)",310-371-4442,CA,90504-3210
201 World Way,201 World Way,,Los Angeles,"(33.94406, -118.39741)",US,0,300228,33.94406,-118.39741,"201 World Way
Los Angeles, CA 90045-5807
(33.94406, -118.39741)",310-947-6703,CA,90045-5807
613 Boston Post Road,613 Boston Post Road,,Madison,"(41.279851, -72.598418)",US,0,300229,41.279851,-72.598418,"613 Boston Post Road
Madison, CT 06443-3080
(41.279851, -72.598418)",203-245-1554,CT,06443-3080
6 N Main St,6 N Main St,,Branford,"(41.277428, -72.82753)",US,Drive-Through,300230,41.277428,-72.82753,"6 N Main St
Branford, CT 06405-3022
(41.277428, -72.82753)",203-483-1260,CT,06405-3022
3 E Industrial Rd,3 E Industrial Rd,,Branford,"(41.297025, -72.763271)",US,0,300231,41.297025,-72.763271,"3 E Industrial Rd
Branford, CT 06405-6508
(41.297025, -72.763271)",203-481-0301,CT,06405-6508
15 Main St,15 Main St,,Old Saybrook,"(41.296462, -72.377211)",US,Drive-Through,300232,41.296462,-72.377211,"15 Main St
Old Saybrook, CT 06475-1511
(41.296462, -72.377211)",860-388-3133,CT,06475-1511
460 Elm St,460 Elm St,,West Haven,"(41.271873, -72.956854)",US,0,300233,41.271873,-72.956854,"460 Elm St
West Haven, CT 06516-4233
(41.271873, -72.956854)",203-931-8843,CT,06516-4233
354 Saw Mill Road,354 Saw Mill Road,,West Haven,"(41.271304, -72.972385)",US,Drive-Through,300234,41.271304,-72.972385,"354 Saw Mill Road
West Haven, CT 06516-4015
(41.271304, -72.972385)",203-479-4022,CT,06516-4015
1911 Boston Post Road,1911 Boston Post Road,,Milford,"(41.235084, -73.037422)",US,0,300235,41.235084,-73.037422,"1911 Boston Post Road
Milford, CT 06460
(41.235084, -73.037422)",203-859-3694,CT,6460
1319 Boston Post Rd.,1319 Boston Post Rd.,,Milford,"(41.238522, -73.035378)",US,0,300236,41.238522,-73.035378,"1319 Boston Post Rd.
Milford, CT 06460-2710
(41.238522, -73.035378)",203-878-1865,CT,06460-2710
538 Boston Post Rd.,538 Boston Post Rd.,,Orange,"(41.257964889222, -73.012505796698)",US,Drive-Through,300237,41.25796489,-73.0125058,"538 Boston Post Rd.
Orange, CT 06477-3555
(41.257964889222, -73.012505796698)",203-795-4612,CT,06477-3555
896 Chapel Street,896 Chapel Street,,New Haven,"(41.30604, -72.926124)",US,0,300238,41.30604,-72.926124,"896 Chapel Street
New Haven, CT 06510-2801
(41.30604, -72.926124)",203-787-9108,CT,06510-2801
1068-1070 Chapel St,1068-1070 Chapel St,,New Haven,"(41.307781, -72.930264)",US,0,300239,41.307781,-72.930264,"1068-1070 Chapel St
New Haven, CT 06510-2402
(41.307781, -72.930264)",203-624-3361,CT,06510-2402
25 Boston Post Rd,25 Boston Post Rd,,Orange,"(41.280062, -72.987554)",US,0,300240,41.280062,-72.987554,"25 Boston Post Rd
Orange, CT 06477-3203
(41.280062, -72.987554)",203-859-3694,CT,06477-3203
200 Universal Dr N,200 Universal Dr N,,North Haven,"(41.353943, -72.871383)",US,0,300241,41.353943,-72.871383,"200 Universal Dr N
North Haven, CT 06473-3156
(41.353943, -72.871383)",203-859-3490,CT,06473-3156
1106 Barnum Ave,1106 Barnum Ave,,Stratford,"(41.198997, -73.133723)",US,0,300242,41.198997,-73.133723,"1106 Barnum Ave
Stratford, CT 06614-4901
(41.198997, -73.133723)",203-380-8111,CT,06614-4901
1660 Litchfield Turnpike,1660 Litchfield Turnpike,,Woodbridge,"(41.340186, -72.97777)",US,0,300243,41.340186,-72.97777,"1660 Litchfield Turnpike
Woodbridge, CT 06525-2306
(41.340186, -72.97777)",203-392-0283,CT,06525-2306
2100 Dixwell Avenue,2100 Dixwell Avenue,,Hamden,"(41.370529, -72.919006)",US,0,300244,41.370529,-72.919006,"2100 Dixwell Avenue
Hamden, CT 06514-2406
(41.370529, -72.919006)",203-230-0868,CT,06514-2406
120 Hawley Ln,120 Hawley Ln,,Trumbull,"(41.233475, -73.151583)",US,Drive-Through,300245,41.233475,-73.151583,"120 Hawley Ln
Trumbull, CT 06611-5347
(41.233475, -73.151583)",203-455-0102,CT,06611-5347
552 New Haven Avenue,552 New Haven Avenue,,Derby,"(41.312535, -73.055818)",US,0,300246,41.312535,-73.055818,"552 New Haven Avenue
Derby, CT 06418-2538
(41.312535, -73.055818)",203-736-9514,CT,06418-2538
166 Washington Avenue,166 Washington Avenue,,North Haven,"(41.397931, -72.852245)",US,0,300247,41.397931,-72.852245,"166 Washington Avenue
North Haven, CT 06473-1711
(41.397931, -72.852245)",203-985-8385,CT,06473-1711
504 Bridgeport Avenue,504 Bridgeport Avenue,,Shelton,"(41.287854, -73.112944)",US,0,300248,41.287854,-73.112944,"504 Bridgeport Avenue
Shelton, CT 06484-4765
(41.287854, -73.112944)",203-929-4351,CT,06484-4765
760 Villa Avenue,760 Villa Avenue,,Fairfield,"(41.175681, -73.22893)",US,0,300249,41.175681,-73.22893,"760 Villa Avenue
Fairfield, CT 06825-4874
(41.175681, -73.22893)",203-333-0004,CT,06825-4874
1499 Post Rd,1499 Post Rd,,Fairfield,"(41.141087, -73.257966)",US,Drive-Through,300250,41.141087,-73.257966,"1499 Post Rd
Fairfield, CT 06824-5940
(41.141087, -73.257966)",203-255-7910,CT,06824-5940
1740 Boston Post Rd,1740 Boston Post Rd,,Fairfield,"(41.141437, -73.262251)",US,0,300251,41.141437,-73.262251,"1740 Boston Post Rd
Fairfield, CT 06824
(41.141437, -73.262251)",203-254-2142,CT,6824
938 White Plains Road,938 White Plains Road,,Trumbull,"(41.245464, -73.196984)",US,0,300252,41.245464,-73.196984,"938 White Plains Road
Trumbull, CT 06611-4550
(41.245464, -73.196984)",203-452-0108,CT,06611-4550
2171 Black Rock Turnpike,2171 Black Rock Turnpike,,Fairfield,"(41.181545, -73.252475)",US,Drive-Through,300253,41.181545,-73.252475,"2171 Black Rock Turnpike
Fairfield, CT 06825-3244
(41.181545, -73.252475)",203-362-0347,CT,06825-3244
20 W Main St,20 W Main St,,Ansonia,"(41.342144, -73.07957)",US,0,300254,41.342144,-73.07957,"20 W Main St
Ansonia, CT 06401-1812
(41.342144, -73.07957)",203-278-5055,CT,06401-1812
267 Flanders Road,267 Flanders Road,,East Lyme,"(41.3687, -72.2297)",US,Drive-Through,300255,41.3687,-72.2297,"267 Flanders Road
East Lyme, CT 06333
(41.3687, -72.2297)",860-739-7658,CT,6333
5065 Main St,5065 Main St,,Trumbull,"(41.230714, -73.227025)",US,0,300256,41.230714,-73.227025,"5065 Main St
Trumbull, CT 06611-4204
(41.230714, -73.227025)",203-873-7827,CT,06611-4204
1790 Post Rd E,1790 Post Rd E,,Westport,"(41.13819, -73.30148)",US,0,300257,41.13819,-73.30148,"1790 Post Rd E
Westport, CT 06880-5607
(41.13819, -73.30148)",203-254-8484,CT,06880-5607
925 Post Road East,925 Post Road East,,Westport,"(41.138443, -73.333057)",US,Drive-Through,300258,41.138443,-73.333057,"925 Post Road East
Westport, CT 06880-5341
(41.138443, -73.333057)",203-226-8017,CT,06880-5341
253 West St.,253 West St.,,Seymour,"(41.398532, -73.088766)",US,0,300259,41.398532,-73.088766,"253 West St.
Seymour, CT 06483-2648
(41.398532, -73.088766)",203-881-8130,CT,06483-2648
1 Parker Harding Plaza,1 Parker Harding Plaza,,Westport,"(41.141348, -73.362035)",US,0,300260,41.141348,-73.362035,"1 Parker Harding Plaza
Westport, CT 06880-3209
(41.141348, -73.362035)",203-454-3205,CT,06880-3209
500 South Broad Street,500 South Broad Street,,Meriden,"(41.50887, -72.808914)",US,0,300261,41.50887,-72.808914,"500 South Broad Street
Meriden, CT 06450-6643
(41.50887, -72.808914)",203-235-0268,CT,06450-6643
56 Westport Ave,56 Westport Ave,,Norwalk,"(41.121625, -73.404327)",US,Drive-Through,300262,41.121625,-73.404327,"56 Westport Ave
Norwalk, CT 06851-3915
(41.121625, -73.404327)",203-840-1052,CT,06851-3915
985 A Poquonnock Rd.,985 A Poquonnock Rd.,,Groton,"(41.346051, -72.048635)",US,0,300263,41.346051,-72.048635,"985 A Poquonnock Rd.
Groton, CT 06340-4271
(41.346051, -72.048635)",860-449-9006,CT,06340-4271
"525 Main Street, Ste #1","525 Main Street, Ste #1",,Monroe,"(41.32809, -73.266896)",US,0,300264,41.32809,-73.266896,"525 Main Street, Ste #1
Monroe, CT 06468-1100
(41.32809, -73.266896)",203-268-1751,CT,06468-1100
555 Main Street,555 Main Street,,Norwalk,"(41.156313, -73.423316)",US,0,300265,41.156313,-73.423316,"555 Main Street
Norwalk, CT 06851-1005
(41.156313, -73.423316)",203-840-1976,CT,06851-1005
625 North Road,625 North Road,,Groton,"(41.364913, -72.025234)",US,0,300266,41.364913,-72.025234,"625 North Road
Groton, CT 06340-3212
(41.364913, -72.025234)",860-446-2600,CT,06340-3212
815 Post Road,815 Post Road,,Darien,"(41.078205, -73.468873)",US,Drive-Through,300267,41.078205,-73.468873,"815 Post Road
Darien, CT 06820-4602
(41.078205, -73.468873)",203-655-6943,CT,06820-4602
"21 River Road, Ste 100",21 River Road,Ste 100,Wilton,"(41.190546, -73.430529)",US,Drive-Through,300268,41.190546,-73.430529,"21 River Road, Ste 100
Wilton, CT 06897-4152
(41.190546, -73.430529)",203-761-0408,CT,06897-4152
12 Coogan Blvd.,12 Coogan Blvd.,,Mystic,"(41.372133, -71.955191)",US,0,300269,41.372133,-71.955191,"12 Coogan Blvd.
Mystic, CT 06355-1941
(41.372133, -71.955191)",860-536-9454,CT,06355-1941
88 Park Street,88 Park Street,,New Canaan,"(41.14643, -73.495075)",US,Drive-Through,300270,41.14643,-73.495075,"88 Park Street
New Canaan, CT 06840-5401
(41.14643, -73.495075)",203-972-8110,CT,06840-5401
2020 Norwich-New London Turnpike,2020 Norwich-New London Turnpike,,Montville,"(41.481022, -72.103082)",US,Drive-Through,300271,41.481022,-72.103082,"2020 Norwich-New London Turnpike
Montville, CT 06353
(41.481022, -72.103082)",860-848-0210,CT,6353
27 Broadway,27 Broadway,,Colchester,"(41.575887, -72.333207)",US,Drive-Through,300272,41.575887,-72.333207,"27 Broadway
Colchester, CT 06415-1001
(41.575887, -72.333207)",860-537-8433,CT,06415-1001
"100 Greyrock Place, 104",100 Greyrock Place,104,Stamford,"(41.052809, -73.536219)",US,0,300273,41.052809,-73.536219,"100 Greyrock Place, 104
Stamford, CT 06901-3118
(41.052809, -73.536219)",203-323-1152,CT,06901-3118
96 Broad Street,96 Broad Street,,Stamford,"(41.055544, -73.539338)",US,0,300274,41.055544,-73.539338,"96 Broad Street
Stamford, CT 06901-2312
(41.055544, -73.539338)",203-975-9696,CT,06901-2312
21 Broad St,21 Broad St,,Stamford,"(41.055478, -73.541372)",US,0,300275,41.055478,-73.541372,"21 Broad St
Stamford, CT 06901-2309
(41.055478, -73.541372)",203-388-0006,CT,06901-2309
775 South Main Street,775 South Main Street,,Southbury,"(41.461163, -73.232963)",US,0,300276,41.461163,-73.232963,"775 South Main Street
Southbury, CT 06488-2271
(41.461163, -73.232963)",203-267-7548,CT,06488-2271
34 Church Hill Road,34 Church Hill Road,,Newtown,"(41.414897, -73.299644)",US,0,300277,41.414897,-73.299644,"34 Church Hill Road
Newtown, CT 06470-1625
(41.414897, -73.299644)",203-364-1423,CT,06470-1625
2139 Summer Street,2139 Summer Street,,Stamford,"(41.066825, -73.545279)",US,0,300278,41.066825,-73.545279,"2139 Summer Street
Stamford, CT 06905-4523
(41.066825, -73.545279)",203-325-4607,CT,06905-4523
One Mohegan Sun Blvd.,One Mohegan Sun Blvd.,,Uncasville,"(41.492586092458, -72.091210765093)",US,Drive-Through,300279,41.49258609,-72.09121077,"One Mohegan Sun Blvd.
Uncasville, CT 06382-1355
(41.492586092458, -72.091210765093)",860-204-7378,CT,06382-1355
288 West Avenue,288 West Avenue,,Stamford,"(41.043945, -73.55832)",US,Drive-Through,300280,41.043945,-73.55832,"288 West Avenue
Stamford, CT 06902-6327
(41.043945, -73.55832)",203-708-9834,CT,06902-6327
1055 High Ridge Road,1055 High Ridge Road,,Stamford,"(41.108245, -73.547013)",US,0,300281,41.108245,-73.547013,"1055 High Ridge Road
Stamford, CT 06905-1121
(41.108245, -73.547013)",203-461-9049,CT,06905-1121
600 Executive Blvd,600 Executive Blvd,,Southington,"(41.611017, -72.901865)",US,0,300282,41.611017,-72.901865,"600 Executive Blvd
Southington, CT 06489-6008
(41.611017, -72.901865)",860-406-6754,CT,06489-6008
1253 East Putnam Ave,1253 East Putnam Ave,,Riverside,"(41.042514584278, -73.577424192049)",US,Drive-Through,300283,41.04251458,-73.57742419,"1253 East Putnam Ave
Riverside, CT 06878-1522
(41.042514584278, -73.577424192049)",203-698-1306,CT,06878-1522
300 Chase Ave,300 Chase Ave,,Waterbury,"(41.582616, -73.034309)",US,0,300284,41.582616,-73.034309,"300 Chase Ave
Waterbury, CT 06704-2246
(41.582616, -73.034309)",203-437-3673,CT,06704-2246
613 Queen Street,613 Queen Street,,Southington,"(41.633336, -72.8731)",US,0,300285,41.633336,-72.8731,"613 Queen Street
Southington, CT 06489-1504
(41.633336, -72.8731)",860-621-6611,CT,06489-1504
624 East Putnam Avenue,624 East Putnam Avenue,,Cos Cob,"(41.041039, -73.593243)",US,0,300286,41.041039,-73.593243,"624 East Putnam Avenue
Cos Cob, CT 06807
(41.041039, -73.593243)",203-661-1543,CT,6807
412 Cromwell Avenue,412 Cromwell Avenue,,Rocky Hill,"(41.658722, -72.67767)",US,0,300287,41.658722,-72.67767,"412 Cromwell Avenue
Rocky Hill, CT 06067-1834
(41.658722, -72.67767)",860-257-3200,CT,06067-1834
87A Stony Hill Road,87A Stony Hill Road,,Bethel,"(41.412774096335, -73.379091046721)",US,0,300288,41.4127741,-73.37909105,"87A Stony Hill Road
Bethel, CT 06801-3038
(41.412774096335, -73.379091046721)",203-797-8265,CT,06801-3038
90 Danbury Road,90 Danbury Road,,Ridgefield,"(41.29162, -73.493863)",US,Drive-Through,300289,41.29162,-73.493863,"90 Danbury Road
Ridgefield, CT 06877-4026
(41.29162, -73.493863)",203-431-8914,CT,06877-4026
1156 Main St,1156 Main St,,Watertown,"(41.59314, -73.109985)",US,Drive-Through,300290,41.59314,-73.109985,"1156 Main St
Watertown, CT 06795-2918
(41.59314, -73.109985)",860-945-3070,CT,06795-2918
275 New Britain Ave,275 New Britain Ave,,Plainville,"(41.677105, -72.839815)",US,0,300291,41.677105,-72.839815,"275 New Britain Ave
Plainville, CT 06062-2060
(41.677105, -72.839815)",860-747-4977,CT,06062-2060
641 Farmington Ave,641 Farmington Ave,,Bristol,"(41.692044, -72.922783)",US,0,300292,41.692044,-72.922783,"641 Farmington Ave
Bristol, CT 06010-3953
(41.692044, -72.922783)",860-585-8232,CT,06010-3953
9 HAZARD AVE,9 HAZARD AVE,,Enfield,"(41.99041, -72.583286)",US,0,300293,41.99041,-72.583286,"9 HAZARD AVE
Enfield, CT 06082-3711
(41.99041, -72.583286)",860-741-6868,CT,06082-3711
10 Hartford Ave Space D-1,10 Hartford Ave Space D-1,,Granby,"(41.952325, -72.787192)",US,Drive-Through,300294,41.952325,-72.787192,"10 Hartford Ave Space D-1
Granby, CT 06035-2304
(41.952325, -72.787192)",860-844-8569,CT,06035-2304
1075 Kennedy Rd,1075 Kennedy Rd,,Windsor,"(41.892804, -72.650429)",US,0,300295,41.892804,-72.650429,"1075 Kennedy Rd
Windsor, CT 06095-1308
(41.892804, -72.650429)",860-907-3068,CT,06095-1308
930 Hopmeadow Rd,930 Hopmeadow Rd,,Simsbury,"(41.881123, -72.799849)",US,Drive-Through,300296,41.881123,-72.799849,"930 Hopmeadow Rd
Simsbury, CT 06070-1819
(41.881123, -72.799849)",860-651-7957,CT,06070-1819
172 Deming Street,172 Deming Street,,Manchester,"(41.813307, -72.526614)",US,0,300297,41.813307,-72.526614,"172 Deming Street
Manchester, CT 06042-1728
(41.813307, -72.526614)",860-644-1919,CT,06042-1728
852 Cottage Grove Road,852 Cottage Grove Road,,Bloomfield,"(41.817261, -72.739723)",US,0,300298,41.817261,-72.739723,"852 Cottage Grove Road
Bloomfield, CT 06002-2908
(41.817261, -72.739723)",860-726-9695,CT,06002-2908
1428A Pleasant Valley Road,1428A Pleasant Valley Road,,Manchester,"(41.805597, -72.558927)",US,Drive-Through,300299,41.805597,-72.558927,"1428A Pleasant Valley Road
Manchester, CT 06042-8761
(41.805597, -72.558927)",860-644-3736,CT,06042-8761
2475 Albany Avenue,2475 Albany Avenue,,West Hartford,"(41.785712, -72.745338)",US,0,300300,41.785712,-72.745338,"2475 Albany Avenue
West Hartford, CT 06117-2520
(41.785712, -72.745338)",860-236-7778,CT,06117-2520
185 Spencer St,185 Spencer St,,Manchester,"(41.767475, -72.568745)",US,0,300301,41.767475,-72.568745,"185 Spencer St
Manchester, CT 06040-4617
(41.767475, -72.568745)",860-647-1523,CT,06040-4617
185 Asylum Street,185 Asylum Street,,Hartford,"(41.766656, -72.676489)",US,Drive-Through,300302,41.766656,-72.676489,"185 Asylum Street
Hartford, CT 06103-3408
(41.766656, -72.676489)",860-527-1225,CT,06103-3408
200 Columbus Blvd,200 Columbus Blvd,,Hartford,"(41.763864, -72.669568)",US,0,300303,41.763864,-72.669568,"200 Columbus Blvd
Hartford, CT 06103-2807
(41.763864, -72.669568)",860-249-8000,CT,06103-2807
"380 West Main Street, #7",380 West Main Street,#7,Avon,"(41.81487, -72.859739)",US,0,300304,41.81487,-72.859739,"380 West Main Street, #7
Avon, CT 06001-3690
(41.81487, -72.859739)",860-677-1275,CT,06001-3690
21 LaSalle Road,21 LaSalle Road,,West Hartford,"(41.760494, -72.744982)",US,0,300305,41.760494,-72.744982,"21 LaSalle Road
West Hartford, CT 06107-2304
(41.760494, -72.744982)",860-523-5944,CT,06107-2304
