host_name,host_fqdn,host_internal_ip,host_external_ip,host_os,host_type
squaidslikewoe_wkstn_937,squaidslikewoe_wkstn_937.splunktel.com,10.148.190.45,74.125.19.46,windows,physical
sponhana89_wkstn_938,sponhana89_wkstn_938.splunktel.com,10.148.190.46,74.125.19.47,windows,physical
spicYtRoll_wkstn_939,spicYtRoll_wkstn_939.splunktel.com,10.148.190.47,74.125.19.48,windows,physical
sophmayo_wkstn_940,sophmayo_wkstn_940.splunktel.com,10.148.190.48,74.125.19.49,windows,physical
sophieeeeeeex_wkstn_941,sophieeeeeeex_wkstn_941.splunktel.com,10.148.190.49,74.125.19.50,windows,physical
sonwarnings_wkstn_942,sonwarnings_wkstn_942.splunktel.com,10.148.190.50,74.125.19.51,windows,physical
smrivieri_wkstn_943,smrivieri_wkstn_943.splunktel.com,10.148.190.51,74.125.19.52,windows,physical
smiledrauhl_wkstn_944,smiledrauhl_wkstn_944.splunktel.com,10.148.190.52,74.125.19.53,windows,physical
slemanQ8_wkstn_945,slemanQ8_wkstn_945.splunktel.com,10.148.190.53,74.125.19.54,windows,physical
sleekamna87_wkstn_946,sleekamna87_wkstn_946.splunktel.com,10.148.190.54,74.125.19.55,windows,physical
skylar0158_wkstn_947,skylar0158_wkstn_947.splunktel.com,10.148.190.55,74.125.19.56,windows,physical
skotic_wkstn_948,skotic_wkstn_948.splunktel.com,10.148.190.56,74.125.19.57,windows,physical
skittzylicious_wkstn_949,skittzylicious_wkstn_949.splunktel.com,10.148.190.57,74.125.19.58,windows,physical
sincerelyshella_wkstn_950,sincerelyshella_wkstn_950.splunktel.com,10.148.190.58,74.125.19.59,windows,physical
simplyyjerrika_wkstn_951,simplyyjerrika_wkstn_951.splunktel.com,10.148.190.59,74.125.19.60,windows,physical
vanessaLUVShg_wkstn_363,vanessaLUVShg_wkstn_363.splunktel.com,10.155.231.09,99.235.101.139,windows,physical
uralekb_wkstn_364,uralekb_wkstn_364.splunktel.com,10.155.231.10,99.235.101.140,windows,physical
uptownworld_wkstn_365,uptownworld_wkstn_365.splunktel.com,10.155.231.11,99.235.101.141,windows,physical
unerib75_wkstn_366,unerib75_wkstn_366.splunktel.com,10.155.231.12,99.235.101.142,windows,physical
transformers89_wkstn_367,transformers89_wkstn_367.splunktel.com,10.155.231.13,99.235.101.143,windows,physical
tonicruzgon_wkstn_368,tonicruzgon_wkstn_368.splunktel.com,10.155.231.14,99.235.101.144,windows,physical
toafferan83_wkstn_369,toafferan83_wkstn_369.splunktel.com,10.155.231.15,99.235.101.145,windows,physical
tertibi83_wkstn_370,tertibi83_wkstn_370.splunktel.com,10.155.231.16,99.235.101.146,windows,physical
temordia_wkstn_371,temordia_wkstn_371.splunktel.com,10.155.231.17,99.235.101.147,windows,physical
taigaca83_wkstn_372,taigaca83_wkstn_372.splunktel.com,10.155.231.18,99.235.101.148,windows,physical
taanisefossatti_wkstn_373,taanisefossatti_wkstn_373.splunktel.com,10.155.231.19,99.235.101.149,windows,physical
