"L6_sourcetype_category","L7_sourcetype",Product,Vendor,"data_descriptor_url","data_descriptor_display","install_docs","splunk_add_on","_mkv_child"
"Network Firewall data","cisco:firewall*","Generic
Cisco Catalyst SD-WAN","Generic
Cisco",,,,"1936|5349|6187|6747
6656",21
"Network Firewall data","cp_log*","Check Point Firewall","Check Point Software Technologies",,,,"4293|5402|6692",22
"Network Firewall data","dell*ipfix*","Dell SonicWall",Dell,,,,1867,23
"Network Firewall data","dell:sonicwall*","Dell Sonicwall",Dell,,,"https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/Dell/sonicwall/","1867|6203",24
"Network Firewall data","fgt_*","Fortinet Fortigate",Fortinet,,,,2846,25
"Network Firewall data","firebox*","WatchGuard Firebox","WatchGuard Technologies",,,,3978,26
"Network Firewall data","fortigate*","Fortinet Fortigate",Fortinet,,,,2846,27
"Network Firewall data","fortinet*","Fortinet Fortigate",Fortinet,,,,2846,28
"Network Firewall data","illumio*",Illumio,Illumio,,,,3657,29
"Network Firewall data","juniper*",Juniper,"Juniper Networks",,,,2847,30
"Network Firewall data","linux:netfilter","Linux Netfilter (iptables)",Generic,,,,3089,31
"Network Firewall data","netscreen*",Juniper,"Juniper Networks",,,,2847,32
"Network Firewall data","opnsense*","OPNsense open source security platform",OPNsense,,,,,33
"Network Firewall data","opsec*","Check Point Firewall","Check Point Software Technologies",,,,"5402|6692",34
"Network Firewall data","pan:*","Palo Alto Firewall (GlobalProtect and IoT Security)","Palo Alto Networks",,,"https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/PaloaltoNetworks/cortexxdr/","2757|3732|491",35
"Network Firewall data","pan_*","Palo Alto Firewall (GlobalProtect and IoT Security)","Palo Alto Networks",,,,"2757|491",36
"Network Firewall data","pfsense*",pfsense,pfSense,,,,"1527|5657",37
"Network Firewall data","riverbed*","Riverbed Technology","Riverbed Technology",,,,5538,38
"Network Firewall data","sonicwall*",Sonicwall,SonicWall,,,,"4507|6670",39
"Network Firewall data","windowsfirewall*","Generic
Microsoft Windows","Generic
Microsoft",,,,"1936|5349|6187|6747
7012",40
"Network Firewall data","zeek*","The Zeek Network Security Monitor","Zeek Network",,,,5466,41
"Network Firewall data","zywall*","Zyxel ZyWALL",Zyxel,,,,"4907|6174",42
"Network Firewall data","zyxel*","Zyxel ZyWALL",Zyxel,,,,"4907|6174",43
"Network Firewall data","*cisco*asa*","Cisco Adaptive Security Appliance (ASA)",Cisco,,,,"1620|3358|4339|4565",0
"Network Firewall data","*estreamer*","Cisco FirePOWER Next-Generation Firewall (Sourcefire)",Cisco,,,,"1808|3662|5543",1
"Network Firewall data","*extrahop*","ExtraHop Detection",ExtraHop,,,,3938,2
"Network Firewall data","*firewall*",Generic,Generic,,,,"1936|5349|6187|6747",3
"Network Firewall data","*guardicore*","Akamai Guardicore",Akamai,,,,4809,4
"Network Firewall data","*netflow*",NetFlow,NetFlow,,,,1838,5
"Network Firewall data","*nimbus*","Nimbus (CA UIM)",Nimbus,,,,6839,6
"Network Firewall data","*palo*","Palo Alto Firewall (GlobalProtect and IoT Security)","Palo Alto Networks",,,,"2757|491|6396|6509|6854",7
"Network Firewall data","*thousandeyes*","Cisco ThousandEyes",Cisco,,,,5686,8
"Network Firewall data","*wineventlog:*windows*windows firewall*","Generic
Microsoft Windows","Generic
Microsoft",,,,"1936|5349|6187|6747
742",9
"Network Firewall data","alcatel*",Alcatel,"Alcatel-Lucent",,,,,10
"Network Firewall data","arista*",Arista,"Arista Networks",,,,1918,11
"Network Firewall data","barracuda*","Barracuda Networks","Barracuda Networks",,,,"3776|4620|5319",12
"Network Firewall data","brocade*","Broadcom Brocade",Brocade,,,,6109,13
"Network Firewall data","checkpoint*","Check Point Firewall","Check Point Software Technologies",,,,"4180|4815|5402|6692",14
"Network Firewall data","cisco*firepower*","Cisco Firepower Firewall",Cisco,,,,"3662|5543",15
"Network Firewall data","cisco*ftd*","Cisco ASA/FTD (Firepower)",Cisco,,,,"3663|3955|4010|4785|5322|5543",16
"Network Firewall data","cisco*fwsm*","Cisco ASA/FTD (Firepower)",Cisco,,,,"3663|3955|4010|4785|5322|5543",17
"Network Firewall data","cisco*pix*","Cisco ASA/FTD (Firepower)",Cisco,,,,"3663|3955|4010|4785|5322|5543",18
"Network Firewall data","cisco*telemetry*","Cisco Networks Enterprise",Cisco,,,,"1352|1467",19
"Network Firewall data","cisco*viptela*","Cisco Viptela",Cisco,,,,,20
"Network Firewall data","cisco:firewall*","Generic
Cisco Catalyst SD-WAN","Generic
Cisco",,,,"1936|5349|6187|6747
6656",21
"Network Firewall data","cp_log*","Check Point Firewall","Check Point Software Technologies",,,,"4293|5402|6692",22
"Network Firewall data","dell*ipfix*","Dell SonicWall",Dell,,,,1867,23
"Network Firewall data","dell:sonicwall*","Dell Sonicwall",Dell,,,"https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/Dell/sonicwall/","1867|6203",24
"Network Firewall data","fgt_*","Fortinet Fortigate",Fortinet,,,,2846,25
"Network Firewall data","firebox*","WatchGuard Firebox","WatchGuard Technologies",,,,3978,26
"Network Firewall data","fortigate*","Fortinet Fortigate",Fortinet,,,,2846,27
"Network Firewall data","fortinet*","Fortinet Fortigate",Fortinet,,,,2846,28
"Network Firewall data","illumio*",Illumio,Illumio,,,,3657,29
"Network Firewall data","juniper*",Juniper,"Juniper Networks",,,,2847,30
"Network Firewall data","linux:netfilter","Linux Netfilter (iptables)",Generic,,,,3089,31
"Network Firewall data","netscreen*",Juniper,"Juniper Networks",,,,2847,32
"Network Firewall data","opnsense*","OPNsense open source security platform",OPNsense,,,,,33
"Network Firewall data","opsec*","Check Point Firewall","Check Point Software Technologies",,,,"5402|6692",34
"Network Firewall data","pan:*","Palo Alto Firewall (GlobalProtect and IoT Security)","Palo Alto Networks",,,"https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/PaloaltoNetworks/cortexxdr/","2757|3732|491",35
"Network Firewall data","pan_*","Palo Alto Firewall (GlobalProtect and IoT Security)","Palo Alto Networks",,,,"2757|491",36
"Network Firewall data","pfsense*",pfsense,pfSense,,,,"1527|5657",37
"Network Firewall data","riverbed*","Riverbed Technology","Riverbed Technology",,,,5538,38
"Network Firewall data","sonicwall*",Sonicwall,SonicWall,,,,"4507|6670",39
"Network Firewall data","windowsfirewall*","Generic
Microsoft Windows","Generic
Microsoft",,,,"1936|5349|6187|6747
7012",40
"Network Firewall data","zeek*","The Zeek Network Security Monitor","Zeek Network",,,,5466,41
"Network Firewall data","zywall*","Zyxel ZyWALL",Zyxel,,,,"4907|6174",42
"Network Firewall data","zyxel*","Zyxel ZyWALL",Zyxel,,,,"4907|6174",43
"Network Firewall data","*cisco*asa*","Cisco Adaptive Security Appliance (ASA)",Cisco,,,,"1620|3358|4339|4565",0
"Network Firewall data","*estreamer*","Cisco FirePOWER Next-Generation Firewall (Sourcefire)",Cisco,,,,"1808|3662|5543",1
"Network Firewall data","*extrahop*","ExtraHop Detection",ExtraHop,,,,3938,2
"Network Firewall data","*firewall*",Generic,Generic,,,,"1936|5349|6187|6747",3
"Network Firewall data","*guardicore*","Akamai Guardicore",Akamai,,,,4809,4
"Network Firewall data","*netflow*",NetFlow,NetFlow,,,,1838,5
"Network Firewall data","*nimbus*","Nimbus (CA UIM)",Nimbus,,,,6839,6
"Network Firewall data","*palo*","Palo Alto Firewall (GlobalProtect and IoT Security)","Palo Alto Networks",,,,"2757|491|6396|6509|6854",7
"Network Firewall data","*thousandeyes*","Cisco ThousandEyes",Cisco,,,,5686,8
"Network Firewall data","*wineventlog:*windows*windows firewall*","Generic
Microsoft Windows","Generic
Microsoft",,,,"1936|5349|6187|6747
742",9
"Network Firewall data","alcatel*",Alcatel,"Alcatel-Lucent",,,,,10
"Network Firewall data","arista*",Arista,"Arista Networks",,,,1918,11
"Network Firewall data","barracuda*","Barracuda Networks","Barracuda Networks",,,,"3776|4620|5319",12
"Network Firewall data","brocade*","Broadcom Brocade",Brocade,,,,6109,13
"Network Firewall data","checkpoint*","Check Point Firewall","Check Point Software Technologies",,,,"4180|4815|5402|6692",14
"Network Firewall data","cisco*firepower*","Cisco Firepower Firewall",Cisco,,,,"3662|5543",15
"Network Firewall data","cisco*ftd*","Cisco ASA/FTD (Firepower)",Cisco,,,,"3663|3955|4010|4785|5322|5543",16
"Network Firewall data","cisco*fwsm*","Cisco ASA/FTD (Firepower)",Cisco,,,,"3663|3955|4010|4785|5322|5543",17
"Network Firewall data","cisco*pix*","Cisco ASA/FTD (Firepower)",Cisco,,,,"3663|3955|4010|4785|5322|5543",18
"Network Firewall data","cisco*telemetry*","Cisco Networks Enterprise",Cisco,,,,"1352|1467",19
"Network Firewall data","cisco*viptela*","Cisco Viptela",Cisco,,,,,20
"Network Firewall data","cisco:firewall*","Generic
Cisco Catalyst SD-WAN","Generic
Cisco",,,,"1936|5349|6187|6747
6656",21
"Network Firewall data","cp_log*","Check Point Firewall","Check Point Software Technologies",,,,"4293|5402|6692",22
"Network Firewall data","dell*ipfix*","Dell SonicWall",Dell,,,,1867,23
"Network Firewall data","dell:sonicwall*","Dell Sonicwall",Dell,,,"https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/Dell/sonicwall/","1867|6203",24
"Network Firewall data","fgt_*","Fortinet Fortigate",Fortinet,,,,2846,25
"Network Firewall data","firebox*","WatchGuard Firebox","WatchGuard Technologies",,,,3978,26
"Network Firewall data","fortigate*","Fortinet Fortigate",Fortinet,,,,2846,27
"Network Firewall data","fortinet*","Fortinet Fortigate",Fortinet,,,,2846,28
"Network Firewall data","illumio*",Illumio,Illumio,,,,3657,29
"Network Firewall data","juniper*",Juniper,"Juniper Networks",,,,2847,30
"Network Firewall data","linux:netfilter","Linux Netfilter (iptables)",Generic,,,,3089,31
"Network Firewall data","netscreen*",Juniper,"Juniper Networks",,,,2847,32
"Network Firewall data","opnsense*","OPNsense open source security platform",OPNsense,,,,,33
"Network Firewall data","opsec*","Check Point Firewall","Check Point Software Technologies",,,,"5402|6692",34
"Network Firewall data","pan:*","Palo Alto Firewall (GlobalProtect and IoT Security)","Palo Alto Networks",,,"https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/PaloaltoNetworks/cortexxdr/","2757|3732|491",35
"Network Firewall data","pan_*","Palo Alto Firewall (GlobalProtect and IoT Security)","Palo Alto Networks",,,,"2757|491",36
"Network Firewall data","pfsense*",pfsense,pfSense,,,,"1527|5657",37
"Network Firewall data","riverbed*","Riverbed Technology","Riverbed Technology",,,,5538,38
"Network Firewall data","sonicwall*",Sonicwall,SonicWall,,,,"4507|6670",39
"Network Firewall data","windowsfirewall*","Generic
Microsoft Windows","Generic
Microsoft",,,,"1936|5349|6187|6747
7012",40
"Network Firewall data","zeek*","The Zeek Network Security Monitor","Zeek Network",,,,5466,41
"Network Firewall data","zywall*","Zyxel ZyWALL",Zyxel,,,,"4907|6174",42
"Network Firewall data","zyxel*","Zyxel ZyWALL",Zyxel,,,,"4907|6174",43
"Network Firewall data","*cisco*asa*","Cisco Adaptive Security Appliance (ASA)",Cisco,,,,"1620|3358|4339|4565",0
"Network Firewall data","*estreamer*","Cisco FirePOWER Next-Generation Firewall (Sourcefire)",Cisco,,,,"1808|3662|5543",1
"Network Firewall data","*extrahop*","ExtraHop Detection",ExtraHop,,,,3938,2
"Network Firewall data","*firewall*",Generic,Generic,,,,"1936|5349|6187|6747",3
"Network Firewall data","*guardicore*","Akamai Guardicore",Akamai,,,,4809,4
"Network Firewall data","*netflow*",NetFlow,NetFlow,,,,1838,5
"Network Firewall data","*nimbus*","Nimbus (CA UIM)",Nimbus,,,,6839,6
"Network Firewall data","*palo*","Palo Alto Firewall (GlobalProtect and IoT Security)","Palo Alto Networks",,,,"2757|491|6396|6509|6854",7
"Network Firewall data","*thousandeyes*","Cisco ThousandEyes",Cisco,,,,5686,8
"Network Firewall data","*wineventlog:*windows*windows firewall*","Generic
Microsoft Windows","Generic
Microsoft",,,,"1936|5349|6187|6747
742",9
"Network Firewall data","alcatel*",Alcatel,"Alcatel-Lucent",,,,,10
"Network Firewall data","arista*",Arista,"Arista Networks",,,,1918,11
"Network Firewall data","barracuda*","Barracuda Networks","Barracuda Networks",,,,"3776|4620|5319",12
"Network Firewall data","brocade*","Broadcom Brocade",Brocade,,,,6109,13
"Network Firewall data","checkpoint*","Check Point Firewall","Check Point Software Technologies",,,,"4180|4815|5402|6692",14
"Network Firewall data","cisco*firepower*","Cisco Firepower Firewall",Cisco,,,,"3662|5543",15
"Network Firewall data","cisco*ftd*","Cisco ASA/FTD (Firepower)",Cisco,,,,"3663|3955|4010|4785|5322|5543",16
"Network Firewall data","cisco*fwsm*","Cisco ASA/FTD (Firepower)",Cisco,,,,"3663|3955|4010|4785|5322|5543",17
"Network Firewall data","cisco*pix*","Cisco ASA/FTD (Firepower)",Cisco,,,,"3663|3955|4010|4785|5322|5543",18
"Network Firewall data","cisco*telemetry*","Cisco Networks Enterprise",Cisco,,,,"1352|1467",19
"Network Firewall data","cisco*viptela*","Cisco Viptela",Cisco,,,,,20
"Network Firewall data","cisco:firewall*","Generic
Cisco Catalyst SD-WAN","Generic
Cisco",,,,"1936|5349|6187|6747
6656",21
"Network Firewall data","cp_log*","Check Point Firewall","Check Point Software Technologies",,,,"4293|5402|6692",22
"Network Firewall data","dell*ipfix*","Dell SonicWall",Dell,,,,1867,23
"Network Firewall data","dell:sonicwall*","Dell Sonicwall",Dell,,,"https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/Dell/sonicwall/","1867|6203",24
"Network Firewall data","fgt_*","Fortinet Fortigate",Fortinet,,,,2846,25
"Network Firewall data","firebox*","WatchGuard Firebox","WatchGuard Technologies",,,,3978,26
"Network Firewall data","fortigate*","Fortinet Fortigate",Fortinet,,,,2846,27
"Network Firewall data","fortinet*","Fortinet Fortigate",Fortinet,,,,2846,28
"Network Firewall data","illumio*",Illumio,Illumio,,,,3657,29
"Network Firewall data","juniper*",Juniper,"Juniper Networks",,,,2847,30
"Network Firewall data","linux:netfilter","Linux Netfilter (iptables)",Generic,,,,3089,31
"Network Firewall data","netscreen*",Juniper,"Juniper Networks",,,,2847,32
"Network Firewall data","opnsense*","OPNsense open source security platform",OPNsense,,,,,33
"Network Firewall data","opsec*","Check Point Firewall","Check Point Software Technologies",,,,"5402|6692",34
"Network Firewall data","pan:*","Palo Alto Firewall (GlobalProtect and IoT Security)","Palo Alto Networks",,,"https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/PaloaltoNetworks/cortexxdr/","2757|3732|491",35
"Network Firewall data","pan_*","Palo Alto Firewall (GlobalProtect and IoT Security)","Palo Alto Networks",,,,"2757|491",36
"Network Firewall data","pfsense*",pfsense,pfSense,,,,"1527|5657",37
"Network Firewall data","riverbed*","Riverbed Technology","Riverbed Technology",,,,5538,38
"Network Firewall data","sonicwall*",Sonicwall,SonicWall,,,,"4507|6670",39
"Network Firewall data","windowsfirewall*","Generic
Microsoft Windows","Generic
Microsoft",,,,"1936|5349|6187|6747
7012",40
"Network Firewall data","zeek*","The Zeek Network Security Monitor","Zeek Network",,,,5466,41
"Network Firewall data","zywall*","Zyxel ZyWALL",Zyxel,,,,"4907|6174",42
"Network Firewall data","zyxel*","Zyxel ZyWALL",Zyxel,,,,"4907|6174",43
"Network Firewall data","*cisco*asa*","Cisco Adaptive Security Appliance (ASA)",Cisco,,,,"1620|3358|4339|4565",0
"Network Firewall data","*estreamer*","Cisco FirePOWER Next-Generation Firewall (Sourcefire)",Cisco,,,,"1808|3662|5543",1
"Network Firewall data","*extrahop*","ExtraHop Detection",ExtraHop,,,,3938,2
"Network Firewall data","*firewall*",Generic,Generic,,,,"1936|5349|6187|6747",3
"Network Firewall data","*guardicore*","Akamai Guardicore",Akamai,,,,4809,4
"Network Firewall data","*netflow*",NetFlow,NetFlow,,,,1838,5
"Network Firewall data","*nimbus*","Nimbus (CA UIM)",Nimbus,,,,6839,6
"Network Firewall data","*palo*","Palo Alto Firewall (GlobalProtect and IoT Security)","Palo Alto Networks",,,,"2757|491|6396|6509|6854",7
"Network Firewall data","*thousandeyes*","Cisco ThousandEyes",Cisco,,,,5686,8
"Network Firewall data","*wineventlog:*windows*windows firewall*","Generic
Microsoft Windows","Generic
Microsoft",,,,"1936|5349|6187|6747
742",9
"Network Firewall data","alcatel*",Alcatel,"Alcatel-Lucent",,,,,10
"Network Firewall data","arista*",Arista,"Arista Networks",,,,1918,11
"Network Firewall data","barracuda*","Barracuda Networks","Barracuda Networks",,,,"3776|4620|5319",12
"Network Firewall data","brocade*","Broadcom Brocade",Brocade,,,,6109,13
"Network Firewall data","checkpoint*","Check Point Firewall","Check Point Software Technologies",,,,"4180|4815|5402|6692",14
"Network Firewall data","cisco*firepower*","Cisco Firepower Firewall",Cisco,,,,"3662|5543",15
"Network Firewall data","cisco*ftd*","Cisco ASA/FTD (Firepower)",Cisco,,,,"3663|3955|4010|4785|5322|5543",16
"Network Firewall data","cisco*fwsm*","Cisco ASA/FTD (Firepower)",Cisco,,,,"3663|3955|4010|4785|5322|5543",17
"Network Firewall data","cisco*pix*","Cisco ASA/FTD (Firepower)",Cisco,,,,"3663|3955|4010|4785|5322|5543",18
"Network Firewall data","cisco*telemetry*","Cisco Networks Enterprise",Cisco,,,,"1352|1467",19
"Network Firewall data","cisco*viptela*","Cisco Viptela",Cisco,,,,,20
"Network Firewall data","cisco:firewall*","Generic
Cisco Catalyst SD-WAN","Generic
Cisco",,,,"1936|5349|6187|6747
6656",21
"Network Firewall data","cp_log*","Check Point Firewall","Check Point Software Technologies",,,,"4293|5402|6692",22
"Network Firewall data","dell*ipfix*","Dell SonicWall",Dell,,,,1867,23
"Network Firewall data","dell:sonicwall*","Dell Sonicwall",Dell,,,"https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/Dell/sonicwall/","1867|6203",24
"Network Firewall data","fgt_*","Fortinet Fortigate",Fortinet,,,,2846,25
"Network Firewall data","firebox*","WatchGuard Firebox","WatchGuard Technologies",,,,3978,26
"Network Firewall data","fortigate*","Fortinet Fortigate",Fortinet,,,,2846,27
"Network Firewall data","fortinet*","Fortinet Fortigate",Fortinet,,,,2846,28
"Network Firewall data","illumio*",Illumio,Illumio,,,,3657,29
"Network Firewall data","juniper*",Juniper,"Juniper Networks",,,,2847,30
"Network Firewall data","linux:netfilter","Linux Netfilter (iptables)",Generic,,,,3089,31
"Network Firewall data","netscreen*",Juniper,"Juniper Networks",,,,2847,32
